1101 Eucaliptos Norte - SoilR40 A 10 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 20 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 30 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 40 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 50 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 60 cm #1101[%],
2020-08-04 11:48:22.0,8.65,2020-08-04 11:18:22.0,7.24,2020-08-04 11:18:22.0,10.05,2020-08-04 11:18:22.0,9.45,2020-08-04 11:18:22.0,10.46,2020-08-04 11:18:22.0,10.41
2020-08-04 12:18:22.0,8.58,2020-08-04 11:48:22.0,7.26,2020-08-04 11:48:22.0,10.18,2020-08-04 11:48:22.0,9.46,2020-08-04 11:48:22.0,10.16,2020-08-04 11:48:22.0,10.42
2020-08-04 12:48:22.0,8.51,2020-08-04 12:18:22.0,7.27,2020-08-04 12:18:22.0,10.29,2020-08-04 12:18:22.0,9.48,2020-08-04 12:18:22.0,10.46,2020-08-04 12:18:22.0,10.42
2020-08-04 13:18:42.0,8.44,2020-08-04 12:48:22.0,7.27,2020-08-04 12:48:22.0,10.37,2020-08-04 12:48:22.0,9.5,2020-08-04 12:48:22.0,10.46,2020-08-04 12:48:22.0,10.43
2020-08-04 13:48:42.0,8.37,2020-08-04 13:18:42.0,7.26,2020-08-04 13:18:42.0,10.43,2020-08-04 13:18:42.0,9.53,2020-08-04 13:18:42.0,10.28,2020-08-04 13:18:42.0,10.43
2020-08-04 14:18:42.0,8.34,2020-08-04 13:48:42.0,7.26,2020-08-04 13:48:42.0,10.47,2020-08-04 13:48:42.0,9.56,2020-08-04 13:48:42.0,10.47,2020-08-04 13:48:42.0,10.44
2020-08-04 14:48:42.0,8.29,2020-08-04 14:18:42.0,7.24,2020-08-04 14:18:42.0,10.49,2020-08-04 14:18:42.0,9.58,2020-08-04 14:18:42.0,10.44,2020-08-04 14:18:42.0,10.44
2020-08-04 15:18:42.0,8.2,2020-08-04 14:48:42.0,7.22,2020-08-04 14:48:42.0,10.5,2020-08-04 14:48:42.0,9.6,2020-08-04 14:48:42.0,10.47,2020-08-04 14:48:42.0,10.45
2020-08-04 15:48:42.0,8.12,2020-08-04 15:18:42.0,7.19,2020-08-04 15:18:42.0,10.5,2020-08-04 15:18:42.0,9.62,2020-08-04 15:18:42.0,10.29,2020-08-04 15:18:42.0,10.46
2020-08-04 16:19:02.0,8.07,2020-08-04 15:48:42.0,7.15,2020-08-04 15:48:42.0,10.48,2020-08-04 15:48:42.0,9.63,2020-08-04 15:48:42.0,10.31,2020-08-04 15:48:42.0,10.46
2020-08-04 16:49:02.0,8.03,2020-08-04 16:19:02.0,7.13,2020-08-04 16:19:02.0,10.46,2020-08-04 16:19:02.0,9.63,2020-08-04 16:19:02.0,10.26,2020-08-04 16:19:02.0,10.46
2020-08-04 17:19:02.0,8,2020-08-04 16:49:02.0,7.1,2020-08-04 16:49:02.0,10.43,2020-08-04 16:49:02.0,9.63,2020-08-04 16:49:02.0,10.53,2020-08-04 16:49:02.0,10.47
2020-08-04 17:49:02.0,7.99,2020-08-04 17:19:02.0,7.07,2020-08-04 17:19:02.0,10.39,2020-08-04 17:19:02.0,9.64,2020-08-04 17:19:02.0,10.48,2020-08-04 17:19:02.0,10.47
2020-08-04 18:19:02.0,7.99,2020-08-04 17:49:02.0,7.04,2020-08-04 17:49:02.0,10.36,2020-08-04 17:49:02.0,9.63,2020-08-04 17:49:02.0,10.48,2020-08-04 17:49:02.0,10.47
2020-08-04 18:49:02.0,7.99,2020-08-04 18:19:02.0,7.02,2020-08-04 18:19:02.0,10.32,2020-08-04 18:19:02.0,9.63,2020-08-04 18:19:02.0,10.46,2020-08-04 18:19:02.0,10.47
2020-08-04 19:19:18.0,8.01,2020-08-04 18:49:02.0,7.01,2020-08-04 18:49:02.0,10.29,2020-08-04 18:49:02.0,9.63,2020-08-04 18:49:02.0,10.31,2020-08-04 18:49:02.0,10.48
2020-08-04 19:49:18.0,8.04,2020-08-04 19:19:18.0,7,2020-08-04 19:19:18.0,10.25,2020-08-04 19:19:18.0,9.62,2020-08-04 19:19:18.0,10.54,2020-08-04 19:19:18.0,10.48
2020-08-04 20:19:18.0,8.08,2020-08-04 19:49:18.0,6.99,2020-08-04 19:49:18.0,10.22,2020-08-04 19:49:18.0,9.62,2020-08-04 19:49:18.0,10.55,2020-08-04 19:49:18.0,10.48
2020-08-04 20:49:18.0,8.14,2020-08-04 20:19:18.0,6.98,2020-08-04 20:19:18.0,10.19,2020-08-04 20:19:18.0,9.61,2020-08-04 20:19:18.0,10.68,2020-08-04 20:19:18.0,10.48
2020-08-04 21:19:18.0,8.2,2020-08-04 20:49:18.0,6.98,2020-08-04 20:49:18.0,10.16,2020-08-04 20:49:18.0,9.61,2020-08-04 20:49:18.0,10.74,2020-08-04 20:49:18.0,10.48
2020-08-04 21:49:18.0,8.23,2020-08-04 21:19:18.0,7,2020-08-04 21:19:18.0,10.13,2020-08-04 21:19:18.0,9.61,2020-08-04 21:19:18.0,10.77,2020-08-04 21:19:18.0,10.48
2020-08-04 22:19:36.0,8.24,2020-08-04 21:49:18.0,7,2020-08-04 21:49:18.0,10.11,2020-08-04 21:49:18.0,9.61,2020-08-04 21:49:18.0,10.79,2020-08-04 21:49:18.0,10.48
2020-08-04 22:49:36.0,8.28,2020-08-04 22:19:36.0,7,2020-08-04 22:19:36.0,10.09,2020-08-04 22:19:36.0,9.6,2020-08-04 22:19:36.0,10.84,2020-08-04 22:19:36.0,10.48
2020-08-04 23:19:36.0,8.31,2020-08-04 22:49:36.0,7.01,2020-08-04 22:49:36.0,10.08,2020-08-04 22:49:36.0,9.59,2020-08-04 22:49:36.0,10.82,2020-08-04 22:49:36.0,10.48
2020-08-04 23:49:36.0,8.35,2020-08-04 23:19:36.0,7.02,2020-08-04 23:19:36.0,10.06,2020-08-04 23:19:36.0,9.59,2020-08-04 23:19:36.0,10.83,2020-08-04 23:19:36.0,10.48
2020-08-05 00:19:36.0,8.38,2020-08-04 23:49:36.0,7.03,2020-08-04 23:49:36.0,10.05,2020-08-04 23:49:36.0,9.59,2020-08-04 23:49:36.0,10.84,2020-08-04 23:49:36.0,10.48
2020-08-05 00:49:36.0,8.41,2020-08-05 00:19:36.0,7.04,2020-08-05 00:19:36.0,10.04,2020-08-05 00:19:36.0,9.58,2020-08-05 00:19:36.0,10.84,2020-08-05 00:19:36.0,10.48
2020-08-05 01:19:56.0,8.45,2020-08-05 00:49:36.0,7.05,2020-08-05 00:49:36.0,10.03,2020-08-05 00:49:36.0,9.58,2020-08-05 00:49:36.0,10.85,2020-08-05 00:49:36.0,10.48
2020-08-05 01:49:56.0,8.48,2020-08-05 01:19:56.0,7.06,2020-08-05 01:19:56.0,10.02,2020-08-05 01:19:56.0,9.58,2020-08-05 01:19:56.0,10.87,2020-08-05 01:19:56.0,10.48
2020-08-05 02:19:56.0,8.51,2020-08-05 01:49:56.0,7.07,2020-08-05 01:49:56.0,10.01,2020-08-05 01:49:56.0,9.58,2020-08-05 01:49:56.0,10.85,2020-08-05 01:49:56.0,10.47
2020-08-05 02:49:56.0,8.54,2020-08-05 02:19:56.0,7.08,2020-08-05 02:19:56.0,10.01,2020-08-05 02:19:56.0,9.58,2020-08-05 02:19:56.0,10.86,2020-08-05 02:19:56.0,10.48
2020-08-05 03:19:56.0,8.57,2020-08-05 02:49:56.0,7.09,2020-08-05 02:49:56.0,10,2020-08-05 02:49:56.0,9.58,2020-08-05 02:49:56.0,10.86,2020-08-05 02:49:56.0,10.47
2020-08-05 03:49:56.0,8.62,2020-08-05 03:19:56.0,7.11,2020-08-05 03:19:56.0,10,2020-08-05 03:19:56.0,9.57,2020-08-05 03:19:56.0,10.87,2020-08-05 03:19:56.0,10.48
2020-08-05 04:19:56.0,8.64,2020-08-05 03:49:56.0,7.12,2020-08-05 03:49:56.0,9.99,2020-08-05 03:49:56.0,9.57,2020-08-05 03:49:56.0,10.87,2020-08-05 03:49:56.0,10.47
2020-08-05 04:50:32.0,8.67,2020-08-05 04:19:56.0,7.13,2020-08-05 04:19:56.0,9.99,2020-08-05 04:19:56.0,9.57,2020-08-05 04:19:56.0,10.89,2020-08-05 04:19:56.0,10.48
2020-08-05 05:20:32.0,8.69,2020-08-05 04:50:32.0,7.14,2020-08-05 04:50:32.0,9.99,2020-08-05 04:50:32.0,9.57,2020-08-05 04:50:32.0,10.87,2020-08-05 04:50:32.0,10.47
2020-08-05 05:50:32.0,8.72,2020-08-05 05:20:32.0,7.15,2020-08-05 05:20:32.0,9.98,2020-08-05 05:20:32.0,9.57,2020-08-05 05:20:32.0,10.88,2020-08-05 05:20:32.0,10.47
2020-08-05 06:20:32.0,8.74,2020-08-05 05:50:32.0,7.16,2020-08-05 05:50:32.0,9.98,2020-08-05 05:50:32.0,9.57,2020-08-05 05:50:32.0,10.87,2020-08-05 05:50:32.0,10.48
2020-08-05 06:50:32.0,8.77,2020-08-05 06:20:32.0,7.17,2020-08-05 06:20:32.0,9.98,2020-08-05 06:20:32.0,9.57,2020-08-05 06:20:32.0,10.87,2020-08-05 06:20:32.0,10.48
2020-08-05 07:20:32.0,8.79,2020-08-05 06:50:32.0,7.18,2020-08-05 06:50:32.0,9.98,2020-08-05 06:50:32.0,9.57,2020-08-05 06:50:32.0,10.87,2020-08-05 06:50:32.0,10.48
2020-08-05 07:51:04.0,8.8,2020-08-05 07:20:32.0,7.2,2020-08-05 07:20:32.0,9.97,2020-08-05 07:20:32.0,9.58,2020-08-05 07:20:32.0,10.89,2020-08-05 07:20:32.0,10.47
2020-08-05 08:21:04.0,8.79,2020-08-05 07:51:04.0,7.21,2020-08-05 07:51:04.0,9.98,2020-08-05 07:51:04.0,9.57,2020-08-05 07:51:04.0,10.63,2020-08-05 07:51:04.0,10.47
2020-08-05 08:51:04.0,8.78,2020-08-05 08:21:04.0,7.22,2020-08-05 08:21:04.0,9.99,2020-08-05 08:21:04.0,9.57,2020-08-05 08:21:04.0,10.35,2020-08-05 08:21:04.0,10.47
2020-08-05 09:21:04.0,8.8,2020-08-05 08:51:04.0,7.22,2020-08-05 08:51:04.0,9.98,2020-08-05 08:51:04.0,9.57,2020-08-05 08:51:04.0,10.58,2020-08-05 08:51:04.0,10.47
2020-08-05 09:51:04.0,8.8,2020-08-05 09:21:04.0,7.29,2020-08-05 09:21:04.0,9.95,2020-08-05 09:21:04.0,9.58,2020-08-05 09:21:04.0,10.57,2020-08-05 09:21:04.0,10.51
2020-08-05 10:21:04.0,8.78,2020-08-05 09:51:04.0,7.29,2020-08-05 09:51:04.0,9.95,2020-08-05 09:51:04.0,9.58,2020-08-05 09:51:04.0,10.55,2020-08-05 09:51:04.0,10.51
2020-08-05 10:51:24.0,8.75,2020-08-05 10:21:04.0,7.29,2020-08-05 10:21:04.0,9.96,2020-08-05 10:21:04.0,9.58,2020-08-05 10:21:04.0,10.54,2020-08-05 10:21:04.0,10.5
2020-08-05 11:21:24.0,8.7,2020-08-05 10:51:24.0,7.28,2020-08-05 10:51:24.0,9.97,2020-08-05 10:51:24.0,9.58,2020-08-05 10:51:24.0,10.52,2020-08-05 10:51:24.0,10.51
2020-08-05 11:51:24.0,8.61,2020-08-05 11:21:24.0,7.28,2020-08-05 11:21:24.0,9.98,2020-08-05 11:21:24.0,9.58,2020-08-05 11:21:24.0,10.5,2020-08-05 11:21:24.0,10.5
2020-08-05 12:21:24.0,8.54,2020-08-05 11:51:24.0,7.28,2020-08-05 11:51:24.0,10,2020-08-05 11:51:24.0,9.58,2020-08-05 11:51:24.0,10.46,2020-08-05 11:51:24.0,10.51
2020-08-05 12:51:24.0,8.47,2020-08-05 12:21:24.0,7.27,2020-08-05 12:21:24.0,10.03,2020-08-05 12:21:24.0,9.57,2020-08-05 12:21:24.0,10.41,2020-08-05 12:21:24.0,10.51
2020-08-05 13:21:24.0,8.39,2020-08-05 12:51:24.0,7.25,2020-08-05 12:51:24.0,10.06,2020-08-05 12:51:24.0,9.57,2020-08-05 12:51:24.0,10.51,2020-08-05 12:51:24.0,10.51
2020-08-05 13:51:42.0,8.34,2020-08-05 13:21:24.0,7.24,2020-08-05 13:21:24.0,10.08,2020-08-05 13:21:24.0,9.57,2020-08-05 13:21:24.0,10.4,2020-08-05 13:21:24.0,10.51
2020-08-05 14:21:42.0,8.28,2020-08-05 13:51:42.0,7.21,2020-08-05 13:51:42.0,10.1,2020-08-05 13:51:42.0,9.58,2020-08-05 13:51:42.0,10.54,2020-08-05 13:51:42.0,10.51
2020-08-05 14:51:42.0,8.21,2020-08-05 14:21:42.0,7.19,2020-08-05 14:21:42.0,10.12,2020-08-05 14:21:42.0,9.57,2020-08-05 14:21:42.0,10.32,2020-08-05 14:21:42.0,10.51
2020-08-05 15:21:42.0,8.15,2020-08-05 14:51:42.0,7.15,2020-08-05 14:51:42.0,10.12,2020-08-05 14:51:42.0,9.57,2020-08-05 14:51:42.0,10.28,2020-08-05 14:51:42.0,10.51
2020-08-05 15:51:42.0,8.07,2020-08-05 15:21:42.0,7.13,2020-08-05 15:21:42.0,10.12,2020-08-05 15:21:42.0,9.56,2020-08-05 15:21:42.0,10.47,2020-08-05 15:21:42.0,10.52
2020-08-05 16:21:42.0,8.02,2020-08-05 15:51:42.0,7.09,2020-08-05 15:51:42.0,10.11,2020-08-05 15:51:42.0,9.56,2020-08-05 15:51:42.0,10.29,2020-08-05 15:51:42.0,10.52
2020-08-05 16:51:58.0,7.98,2020-08-05 16:21:42.0,7.06,2020-08-05 16:21:42.0,10.09,2020-08-05 16:21:42.0,9.55,2020-08-05 16:21:42.0,10.3,2020-08-05 16:21:42.0,10.51
2020-08-05 17:21:58.0,7.95,2020-08-05 16:51:58.0,7.03,2020-08-05 16:51:58.0,10.08,2020-08-05 16:51:58.0,9.54,2020-08-05 16:51:58.0,10.51,2020-08-05 16:51:58.0,10.5
2020-08-05 17:51:58.0,7.93,2020-08-05 17:21:58.0,7.01,2020-08-05 17:21:58.0,10.06,2020-08-05 17:21:58.0,9.53,2020-08-05 17:21:58.0,10.51,2020-08-05 17:21:58.0,10.5
2020-08-05 18:21:58.0,7.92,2020-08-05 17:51:58.0,6.99,2020-08-05 17:51:58.0,10.03,2020-08-05 17:51:58.0,9.53,2020-08-05 17:51:58.0,10.52,2020-08-05 17:51:58.0,10.5
2020-08-05 18:51:58.0,7.92,2020-08-05 18:21:58.0,6.97,2020-08-05 18:21:58.0,10.01,2020-08-05 18:21:58.0,9.53,2020-08-05 18:21:58.0,10.28,2020-08-05 18:21:58.0,10.5
2020-08-05 19:21:58.0,7.93,2020-08-05 18:51:58.0,6.95,2020-08-05 18:51:58.0,9.98,2020-08-05 18:51:58.0,9.51,2020-08-05 18:51:58.0,10.31,2020-08-05 18:51:58.0,10.5
2020-08-05 19:52:18.0,7.94,2020-08-05 19:21:58.0,6.93,2020-08-05 19:21:58.0,9.95,2020-08-05 19:21:58.0,9.51,2020-08-05 19:21:58.0,10.4,2020-08-05 19:21:58.0,10.5
2020-08-05 20:22:18.0,7.97,2020-08-05 19:52:18.0,6.92,2020-08-05 19:52:18.0,9.93,2020-08-05 19:52:18.0,9.51,2020-08-05 19:52:18.0,10.56,2020-08-05 19:52:18.0,10.5
2020-08-05 20:52:18.0,8.01,2020-08-05 20:22:18.0,6.92,2020-08-05 20:22:18.0,9.9,2020-08-05 20:22:18.0,9.5,2020-08-05 20:22:18.0,10.67,2020-08-05 20:22:18.0,10.49
2020-08-05 21:22:18.0,8.04,2020-08-05 20:52:18.0,6.92,2020-08-05 20:52:18.0,9.88,2020-08-05 20:52:18.0,9.5,2020-08-05 20:52:18.0,10.71,2020-08-05 20:52:18.0,10.49
2020-08-05 21:52:18.0,8.11,2020-08-05 21:22:18.0,6.92,2020-08-05 21:22:18.0,9.87,2020-08-05 21:22:18.0,9.5,2020-08-05 21:22:18.0,10.72,2020-08-05 21:22:18.0,10.49
2020-08-05 22:22:18.0,8.16,2020-08-05 21:52:18.0,6.92,2020-08-05 21:52:18.0,9.85,2020-08-05 21:52:18.0,9.49,2020-08-05 21:52:18.0,10.74,2020-08-05 21:52:18.0,10.49
2020-08-05 22:52:38.0,8.18,2020-08-05 22:22:18.0,6.93,2020-08-05 22:22:18.0,9.84,2020-08-05 22:22:18.0,9.49,2020-08-05 22:22:18.0,10.76,2020-08-05 22:22:18.0,10.48
2020-08-05 23:22:38.0,8.2,2020-08-05 22:52:38.0,6.94,2020-08-05 22:52:38.0,9.83,2020-08-05 22:52:38.0,9.48,2020-08-05 22:52:38.0,10.78,2020-08-05 22:52:38.0,10.48
2020-08-05 23:52:38.0,8.23,2020-08-05 23:22:38.0,6.94,2020-08-05 23:22:38.0,9.82,2020-08-05 23:22:38.0,9.48,2020-08-05 23:22:38.0,10.78,2020-08-05 23:22:38.0,10.48
2020-08-06 00:22:38.0,8.26,2020-08-05 23:52:38.0,6.95,2020-08-05 23:52:38.0,9.82,2020-08-05 23:52:38.0,9.48,2020-08-05 23:52:38.0,10.79,2020-08-05 23:52:38.0,10.47
2020-08-06 00:52:38.0,8.3,2020-08-06 00:22:38.0,6.96,2020-08-06 00:22:38.0,9.81,2020-08-06 00:22:38.0,9.48,2020-08-06 00:22:38.0,10.8,2020-08-06 00:22:38.0,10.47
2020-08-06 01:22:38.0,8.33,2020-08-06 00:52:38.0,6.98,2020-08-06 00:52:38.0,9.81,2020-08-06 00:52:38.0,9.47,2020-08-06 00:52:38.0,10.8,2020-08-06 00:52:38.0,10.47
2020-08-06 01:52:58.0,8.36,2020-08-06 01:22:38.0,6.98,2020-08-06 01:22:38.0,9.8,2020-08-06 01:22:38.0,9.47,2020-08-06 01:22:38.0,10.8,2020-08-06 01:22:38.0,10.47
2020-08-06 02:22:58.0,8.39,2020-08-06 01:52:58.0,7,2020-08-06 01:52:58.0,9.8,2020-08-06 01:52:58.0,9.47,2020-08-06 01:52:58.0,10.8,2020-08-06 01:52:58.0,10.47
2020-08-06 02:52:58.0,8.42,2020-08-06 02:22:58.0,7.01,2020-08-06 02:22:58.0,9.8,2020-08-06 02:22:58.0,9.47,2020-08-06 02:22:58.0,10.8,2020-08-06 02:22:58.0,10.46
2020-08-06 03:22:58.0,8.46,2020-08-06 02:52:58.0,7.02,2020-08-06 02:52:58.0,9.8,2020-08-06 02:52:58.0,9.47,2020-08-06 02:52:58.0,10.8,2020-08-06 02:52:58.0,10.46
2020-08-06 03:52:58.0,8.49,2020-08-06 03:22:58.0,7.03,2020-08-06 03:22:58.0,9.8,2020-08-06 03:22:58.0,9.47,2020-08-06 03:22:58.0,10.81,2020-08-06 03:22:58.0,10.46
2020-08-06 04:22:58.0,8.52,2020-08-06 03:52:58.0,7.04,2020-08-06 03:52:58.0,9.8,2020-08-06 03:52:58.0,9.47,2020-08-06 03:52:58.0,10.81,2020-08-06 03:52:58.0,10.46
2020-08-06 04:53:14.0,8.56,2020-08-06 04:22:58.0,7.06,2020-08-06 04:22:58.0,9.8,2020-08-06 04:22:58.0,9.47,2020-08-06 04:22:58.0,10.81,2020-08-06 04:22:58.0,10.45
2020-08-06 05:23:14.0,8.58,2020-08-06 04:53:14.0,7.07,2020-08-06 04:53:14.0,9.8,2020-08-06 04:53:14.0,9.47,2020-08-06 04:53:14.0,10.81,2020-08-06 04:53:14.0,10.45
2020-08-06 05:53:14.0,8.6,2020-08-06 05:23:14.0,7.08,2020-08-06 05:23:14.0,9.8,2020-08-06 05:23:14.0,9.47,2020-08-06 05:23:14.0,10.81,2020-08-06 05:23:14.0,10.45
2020-08-06 06:23:14.0,8.62,2020-08-06 05:53:14.0,7.09,2020-08-06 05:53:14.0,9.8,2020-08-06 05:53:14.0,9.48,2020-08-06 05:53:14.0,10.81,2020-08-06 05:53:14.0,10.45
2020-08-06 06:53:14.0,8.65,2020-08-06 06:23:14.0,7.11,2020-08-06 06:23:14.0,9.8,2020-08-06 06:23:14.0,9.47,2020-08-06 06:23:14.0,10.81,2020-08-06 06:23:14.0,10.46
2020-08-06 07:23:14.0,8.66,2020-08-06 06:53:14.0,7.11,2020-08-06 06:53:14.0,9.81,2020-08-06 06:53:14.0,9.48,2020-08-06 06:53:14.0,10.81,2020-08-06 06:53:14.0,10.46
2020-08-06 07:53:34.0,8.68,2020-08-06 07:23:14.0,7.13,2020-08-06 07:23:14.0,9.8,2020-08-06 07:23:14.0,9.48,2020-08-06 07:23:14.0,10.81,2020-08-06 07:23:14.0,10.45
2020-08-06 08:23:34.0,8.68,2020-08-06 07:53:34.0,7.14,2020-08-06 07:53:34.0,9.81,2020-08-06 07:53:34.0,9.48,2020-08-06 07:53:34.0,10.62,2020-08-06 07:53:34.0,10.45
2020-08-06 08:53:34.0,8.66,2020-08-06 08:23:34.0,7.15,2020-08-06 08:23:34.0,9.82,2020-08-06 08:23:34.0,9.48,2020-08-06 08:23:34.0,10.29,2020-08-06 08:23:34.0,10.46
2020-08-06 09:23:34.0,8.62,2020-08-06 08:53:34.0,7.16,2020-08-06 08:53:34.0,9.82,2020-08-06 08:53:34.0,9.48,2020-08-06 08:53:34.0,10.55,2020-08-06 08:53:34.0,10.45
2020-08-06 09:53:34.0,8.57,2020-08-06 09:23:34.0,7.16,2020-08-06 09:23:34.0,9.82,2020-08-06 09:23:34.0,9.48,2020-08-06 09:23:34.0,10.47,2020-08-06 09:23:34.0,10.46
2020-08-06 10:23:34.0,8.49,2020-08-06 09:53:34.0,7.15,2020-08-06 09:53:34.0,9.81,2020-08-06 09:53:34.0,9.48,2020-08-06 09:53:34.0,10.5,2020-08-06 09:53:34.0,10.46
2020-08-06 10:53:54.0,8.41,2020-08-06 10:23:34.0,7.14,2020-08-06 10:23:34.0,9.81,2020-08-06 10:23:34.0,9.49,2020-08-06 10:23:34.0,10.42,2020-08-06 10:23:34.0,10.46
2020-08-06 11:23:54.0,8.29,2020-08-06 10:53:54.0,7.13,2020-08-06 10:53:54.0,9.8,2020-08-06 10:53:54.0,9.49,2020-08-06 10:53:54.0,10.32,2020-08-06 10:53:54.0,10.46
2020-08-06 11:53:54.0,8.18,2020-08-06 11:23:54.0,7.1,2020-08-06 11:23:54.0,9.79,2020-08-06 11:23:54.0,9.49,2020-08-06 11:23:54.0,10.46,2020-08-06 11:23:54.0,10.46
2020-08-06 12:23:54.0,8.06,2020-08-06 11:53:54.0,7.07,2020-08-06 11:53:54.0,9.78,2020-08-06 11:53:54.0,9.49,2020-08-06 11:53:54.0,10.3,2020-08-06 11:53:54.0,10.46
2020-08-06 12:53:54.0,7.94,2020-08-06 12:23:54.0,7.04,2020-08-06 12:23:54.0,9.76,2020-08-06 12:23:54.0,9.49,2020-08-06 12:23:54.0,10.45,2020-08-06 12:23:54.0,10.47
2020-08-06 13:23:54.0,7.83,2020-08-06 12:53:54.0,7.01,2020-08-06 12:53:54.0,9.74,2020-08-06 12:53:54.0,9.49,2020-08-06 12:53:54.0,10.46,2020-08-06 12:53:54.0,10.47
2020-08-06 13:54:14.0,7.73,2020-08-06 13:23:54.0,6.97,2020-08-06 13:23:54.0,9.72,2020-08-06 13:23:54.0,9.48,2020-08-06 13:23:54.0,10.24,2020-08-06 13:23:54.0,10.47
2020-08-06 14:24:14.0,7.57,2020-08-06 13:54:14.0,6.93,2020-08-06 13:54:14.0,9.69,2020-08-06 13:54:14.0,9.47,2020-08-06 13:54:14.0,10.46,2020-08-06 13:54:14.0,10.47
2020-08-06 14:54:14.0,7.47,2020-08-06 14:24:14.0,6.88,2020-08-06 14:24:14.0,9.67,2020-08-06 14:24:14.0,9.47,2020-08-06 14:24:14.0,10.46,2020-08-06 14:24:14.0,10.46
2020-08-06 15:24:14.0,7.36,2020-08-06 14:54:14.0,6.83,2020-08-06 14:54:14.0,9.63,2020-08-06 14:54:14.0,9.46,2020-08-06 14:54:14.0,10.46,2020-08-06 14:54:14.0,10.47
2020-08-06 15:54:14.0,7.24,2020-08-06 15:24:14.0,6.78,2020-08-06 15:24:14.0,9.6,2020-08-06 15:24:14.0,9.45,2020-08-06 15:24:14.0,10.42,2020-08-06 15:24:14.0,10.47
2020-08-06 16:24:14.0,7.19,2020-08-06 15:54:14.0,6.74,2020-08-06 15:54:14.0,9.56,2020-08-06 15:54:14.0,9.45,2020-08-06 15:54:14.0,10.26,2020-08-06 15:54:14.0,10.48
2020-08-06 16:54:34.0,7.11,2020-08-06 16:24:14.0,6.69,2020-08-06 16:24:14.0,9.53,2020-08-06 16:24:14.0,9.44,2020-08-06 16:24:14.0,10.35,2020-08-06 16:24:14.0,10.48
2020-08-06 17:24:34.0,7.03,2020-08-06 16:54:34.0,6.64,2020-08-06 16:54:34.0,9.49,2020-08-06 16:54:34.0,9.43,2020-08-06 16:54:34.0,10.11,2020-08-06 16:54:34.0,10.48
2020-08-06 17:54:34.0,6.97,2020-08-06 17:24:34.0,6.6,2020-08-06 17:24:34.0,9.45,2020-08-06 17:24:34.0,9.41,2020-08-06 17:24:34.0,10.11,2020-08-06 17:24:34.0,10.48
2020-08-06 18:24:34.0,6.93,2020-08-06 17:54:34.0,6.57,2020-08-06 17:54:34.0,9.41,2020-08-06 17:54:34.0,9.4,2020-08-06 17:54:34.0,10.18,2020-08-06 17:54:34.0,10.48
2020-08-06 18:54:34.0,6.9,2020-08-06 18:24:34.0,6.53,2020-08-06 18:24:34.0,9.37,2020-08-06 18:24:34.0,9.39,2020-08-06 18:24:34.0,10.43,2020-08-06 18:24:34.0,10.48
2020-08-06 19:24:34.0,6.88,2020-08-06 18:54:34.0,6.49,2020-08-06 18:54:34.0,9.34,2020-08-06 18:54:34.0,9.38,2020-08-06 18:54:34.0,10.22,2020-08-06 18:54:34.0,10.48
2020-08-06 19:54:52.0,6.88,2020-08-06 19:24:34.0,6.46,2020-08-06 19:24:34.0,9.3,2020-08-06 19:24:34.0,9.36,2020-08-06 19:24:34.0,10.29,2020-08-06 19:24:34.0,10.47
2020-08-06 20:24:52.0,6.87,2020-08-06 19:54:52.0,6.44,2020-08-06 19:54:52.0,9.27,2020-08-06 19:54:52.0,9.36,2020-08-06 19:54:52.0,10.53,2020-08-06 19:54:52.0,10.47
2020-08-06 20:54:52.0,6.85,2020-08-06 20:24:52.0,6.41,2020-08-06 20:24:52.0,9.23,2020-08-06 20:24:52.0,9.34,2020-08-06 20:24:52.0,10.61,2020-08-06 20:24:52.0,10.47
2020-08-06 21:24:52.0,6.85,2020-08-06 20:54:52.0,6.39,2020-08-06 20:54:52.0,9.2,2020-08-06 20:54:52.0,9.33,2020-08-06 20:54:52.0,10.65,2020-08-06 20:54:52.0,10.47
2020-08-06 21:54:52.0,6.86,2020-08-06 21:24:52.0,6.38,2020-08-06 21:24:52.0,9.17,2020-08-06 21:24:52.0,9.32,2020-08-06 21:24:52.0,10.67,2020-08-06 21:24:52.0,10.47
2020-08-06 22:24:52.0,6.87,2020-08-06 21:54:52.0,6.36,2020-08-06 21:54:52.0,9.15,2020-08-06 21:54:52.0,9.31,2020-08-06 21:54:52.0,10.68,2020-08-06 21:54:52.0,10.46
2020-08-06 22:55:14.0,6.89,2020-08-06 22:24:52.0,6.36,2020-08-06 22:24:52.0,9.12,2020-08-06 22:24:52.0,9.3,2020-08-06 22:24:52.0,10.7,2020-08-06 22:24:52.0,10.46
2020-08-06 23:25:14.0,6.91,2020-08-06 22:55:14.0,6.35,2020-08-06 22:55:14.0,9.1,2020-08-06 22:55:14.0,9.3,2020-08-06 22:55:14.0,10.73,2020-08-06 22:55:14.0,10.46
2020-08-06 23:55:14.0,6.92,2020-08-06 23:25:14.0,6.34,2020-08-06 23:25:14.0,9.08,2020-08-06 23:25:14.0,9.28,2020-08-06 23:25:14.0,10.72,2020-08-06 23:25:14.0,10.45
