2079 Eucaliptos - SoilR40 A 10 cm #1201[%],,2079 Eucaliptos - SoilR40 A 20 cm #1201[%],,2079 Eucaliptos - SoilR40 A 30 cm #1201[%],,2079 Eucaliptos - SoilR40 A 40 cm #1201[%],,2079 Eucaliptos - SoilR40 A 50 cm #1201[%],,2079 Eucaliptos - SoilR40 A 60 cm #1201[%],
2019-09-20 06:45:02.0,13.02,2019-09-20 05:44:50.0,13.05,2019-09-20 05:44:50.0,13.54,2019-09-20 05:44:50.0,6.71,2019-09-20 05:44:50.0,13.8,2019-09-20 05:44:50.0,12.46
2019-09-20 07:15:02.0,13.01,2019-09-20 06:14:50.0,13.04,2019-09-20 06:14:50.0,13.54,2019-09-20 06:14:50.0,6.72,2019-09-20 06:14:50.0,13.8,2019-09-20 06:14:50.0,12.47
2019-09-20 07:45:02.0,13.01,2019-09-20 06:45:02.0,13.03,2019-09-20 06:45:02.0,13.55,2019-09-20 06:45:02.0,6.72,2019-09-20 06:45:02.0,13.79,2019-09-20 06:45:02.0,12.46
2019-09-20 08:15:02.0,13.01,2019-09-20 07:15:02.0,13.02,2019-09-20 07:15:02.0,13.55,2019-09-20 07:15:02.0,6.72,2019-09-20 07:15:02.0,13.8,2019-09-20 07:15:02.0,12.47
2019-09-20 08:45:02.0,12.99,2019-09-20 07:45:02.0,13.01,2019-09-20 07:45:02.0,13.56,2019-09-20 07:45:02.0,6.72,2019-09-20 07:45:02.0,13.8,2019-09-20 07:45:02.0,12.48
2019-09-20 09:15:02.0,12.97,2019-09-20 08:15:02.0,13,2019-09-20 08:15:02.0,13.56,2019-09-20 08:15:02.0,6.73,2019-09-20 08:15:02.0,13.8,2019-09-20 08:15:02.0,12.48
2019-09-20 09:45:12.0,12.96,2019-09-20 08:45:02.0,12.99,2019-09-20 08:45:02.0,13.56,2019-09-20 08:45:02.0,6.72,2019-09-20 08:45:02.0,13.8,2019-09-20 08:45:02.0,12.47
2019-09-20 10:15:12.0,12.94,2019-09-20 09:15:02.0,12.98,2019-09-20 09:15:02.0,13.56,2019-09-20 09:15:02.0,6.72,2019-09-20 09:15:02.0,13.8,2019-09-20 09:15:02.0,12.48
2019-09-20 10:45:12.0,12.96,2019-09-20 09:45:12.0,12.97,2019-09-20 09:45:12.0,13.56,2019-09-20 09:45:12.0,6.72,2019-09-20 09:45:12.0,13.8,2019-09-20 09:45:12.0,12.47
2019-09-20 11:15:12.0,12.97,2019-09-20 10:15:12.0,12.97,2019-09-20 10:15:12.0,13.57,2019-09-20 10:15:12.0,6.73,2019-09-20 10:15:12.0,13.8,2019-09-20 10:15:12.0,12.47
2019-09-20 11:45:12.0,12.97,2019-09-20 10:45:12.0,12.95,2019-09-20 10:45:12.0,13.56,2019-09-20 10:45:12.0,6.73,2019-09-20 10:45:12.0,13.81,2019-09-20 10:45:12.0,12.48
2019-09-20 12:15:12.0,12.98,2019-09-20 11:15:12.0,12.94,2019-09-20 11:15:12.0,13.56,2019-09-20 11:15:12.0,6.73,2019-09-20 11:15:12.0,13.81,2019-09-20 11:15:12.0,12.49
2019-09-20 12:45:22.0,12.95,2019-09-20 11:45:12.0,12.92,2019-09-20 11:45:12.0,13.56,2019-09-20 11:45:12.0,6.73,2019-09-20 11:45:12.0,13.81,2019-09-20 11:45:12.0,12.48
2019-09-20 13:15:22.0,12.92,2019-09-20 12:15:12.0,12.92,2019-09-20 12:15:12.0,13.57,2019-09-20 12:15:12.0,6.74,2019-09-20 12:15:12.0,13.81,2019-09-20 12:15:12.0,12.48
2019-09-20 13:45:22.0,12.88,2019-09-20 12:45:22.0,12.9,2019-09-20 12:45:22.0,13.56,2019-09-20 12:45:22.0,6.74,2019-09-20 12:45:22.0,13.81,2019-09-20 12:45:22.0,12.49
2019-09-20 14:15:22.0,12.83,2019-09-20 13:15:22.0,12.87,2019-09-20 13:15:22.0,13.56,2019-09-20 13:15:22.0,6.74,2019-09-20 13:15:22.0,13.81,2019-09-20 13:15:22.0,12.48
2019-09-20 14:45:22.0,12.78,2019-09-20 13:45:22.0,12.85,2019-09-20 13:45:22.0,13.56,2019-09-20 13:45:22.0,6.74,2019-09-20 13:45:22.0,13.81,2019-09-20 13:45:22.0,12.48
2019-09-20 15:15:22.0,12.73,2019-09-20 14:15:22.0,12.83,2019-09-20 14:15:22.0,13.56,2019-09-20 14:15:22.0,6.74,2019-09-20 14:15:22.0,13.81,2019-09-20 14:15:22.0,12.48
2019-09-20 15:45:30.0,12.69,2019-09-20 14:45:22.0,12.8,2019-09-20 14:45:22.0,13.55,2019-09-20 14:45:22.0,6.74,2019-09-20 14:45:22.0,13.81,2019-09-20 14:45:22.0,12.48
2019-09-20 16:15:30.0,12.66,2019-09-20 15:15:22.0,12.78,2019-09-20 15:15:22.0,13.54,2019-09-20 15:15:22.0,6.74,2019-09-20 15:15:22.0,13.81,2019-09-20 15:15:22.0,12.48
2019-09-20 16:45:30.0,12.64,2019-09-20 15:45:30.0,12.76,2019-09-20 15:45:30.0,13.54,2019-09-20 15:45:30.0,6.74,2019-09-20 15:45:30.0,13.81,2019-09-20 15:45:30.0,12.48
2019-09-20 17:15:30.0,12.62,2019-09-20 16:15:30.0,12.73,2019-09-20 16:15:30.0,13.53,2019-09-20 16:15:30.0,6.74,2019-09-20 16:15:30.0,13.81,2019-09-20 16:15:30.0,12.47
2019-09-20 17:45:30.0,12.59,2019-09-20 16:45:30.0,12.7,2019-09-20 16:45:30.0,13.52,2019-09-20 16:45:30.0,6.74,2019-09-20 16:45:30.0,13.81,2019-09-20 16:45:30.0,12.48
2019-09-20 18:15:30.0,12.56,2019-09-20 17:15:30.0,12.68,2019-09-20 17:15:30.0,13.52,2019-09-20 17:15:30.0,6.74,2019-09-20 17:15:30.0,13.81,2019-09-20 17:15:30.0,12.47
2019-09-20 18:45:40.0,12.53,2019-09-20 17:45:30.0,12.65,2019-09-20 17:45:30.0,13.52,2019-09-20 17:45:30.0,6.74,2019-09-20 17:45:30.0,13.82,2019-09-20 17:45:30.0,12.48
2019-09-20 19:15:40.0,12.51,2019-09-20 18:15:30.0,12.63,2019-09-20 18:15:30.0,13.5,2019-09-20 18:15:30.0,6.74,2019-09-20 18:15:30.0,13.81,2019-09-20 18:15:30.0,12.48
2019-09-20 19:45:40.0,12.49,2019-09-20 18:45:40.0,12.6,2019-09-20 18:45:40.0,13.5,2019-09-20 18:45:40.0,6.73,2019-09-20 18:45:40.0,13.81,2019-09-20 18:45:40.0,12.48
2019-09-20 20:15:40.0,12.47,2019-09-20 19:15:40.0,12.58,2019-09-20 19:15:40.0,13.49,2019-09-20 19:15:40.0,6.74,2019-09-20 19:15:40.0,13.81,2019-09-20 19:15:40.0,12.48
2019-09-20 20:45:40.0,12.46,2019-09-20 19:45:40.0,12.56,2019-09-20 19:45:40.0,13.49,2019-09-20 19:45:40.0,6.74,2019-09-20 19:45:40.0,13.81,2019-09-20 19:45:40.0,12.48
2019-09-20 21:15:40.0,12.44,2019-09-20 20:15:40.0,12.55,2019-09-20 20:15:40.0,13.49,2019-09-20 20:15:40.0,6.74,2019-09-20 20:15:40.0,13.81,2019-09-20 20:15:40.0,12.48
2019-09-20 21:45:54.0,12.43,2019-09-20 20:45:40.0,12.54,2019-09-20 20:45:40.0,13.49,2019-09-20 20:45:40.0,6.74,2019-09-20 20:45:40.0,13.81,2019-09-20 20:45:40.0,12.48
2019-09-20 22:15:54.0,12.42,2019-09-20 21:15:40.0,12.53,2019-09-20 21:15:40.0,13.49,2019-09-20 21:15:40.0,6.74,2019-09-20 21:15:40.0,13.82,2019-09-20 21:15:40.0,12.48
2019-09-20 22:45:54.0,12.41,2019-09-20 21:45:54.0,12.52,2019-09-20 21:45:54.0,13.49,2019-09-20 21:45:54.0,6.74,2019-09-20 21:45:54.0,13.81,2019-09-20 21:45:54.0,12.48
2019-09-20 23:15:54.0,12.41,2019-09-20 22:15:54.0,12.51,2019-09-20 22:15:54.0,13.48,2019-09-20 22:15:54.0,6.74,2019-09-20 22:15:54.0,13.81,2019-09-20 22:15:54.0,12.48
2019-09-20 23:45:54.0,12.4,2019-09-20 22:45:54.0,12.5,2019-09-20 22:45:54.0,13.48,2019-09-20 22:45:54.0,6.74,2019-09-20 22:45:54.0,13.81,2019-09-20 22:45:54.0,12.49
2019-09-21 00:15:54.0,12.4,2019-09-20 23:15:54.0,12.49,2019-09-20 23:15:54.0,13.48,2019-09-20 23:15:54.0,6.74,2019-09-20 23:15:54.0,13.81,2019-09-20 23:15:54.0,12.48
2019-09-21 00:46:04.0,12.39,2019-09-20 23:45:54.0,12.48,2019-09-20 23:45:54.0,13.48,2019-09-20 23:45:54.0,6.74,2019-09-20 23:45:54.0,13.81,2019-09-20 23:45:54.0,12.48
2019-09-21 01:16:04.0,12.38,2019-09-21 00:15:54.0,12.48,2019-09-21 00:15:54.0,13.48,2019-09-21 00:15:54.0,6.74,2019-09-21 00:15:54.0,13.81,2019-09-21 00:15:54.0,12.48
2019-09-21 01:46:04.0,12.38,2019-09-21 00:46:04.0,12.47,2019-09-21 00:46:04.0,13.48,2019-09-21 00:46:04.0,6.74,2019-09-21 00:46:04.0,13.81,2019-09-21 00:46:04.0,12.48
2019-09-21 02:16:04.0,12.38,2019-09-21 01:16:04.0,12.46,2019-09-21 01:16:04.0,13.48,2019-09-21 01:16:04.0,6.74,2019-09-21 01:16:04.0,13.81,2019-09-21 01:16:04.0,12.48
2019-09-21 02:46:04.0,12.37,2019-09-21 01:46:04.0,12.46,2019-09-21 01:46:04.0,13.48,2019-09-21 01:46:04.0,6.74,2019-09-21 01:46:04.0,13.81,2019-09-21 01:46:04.0,12.49
2019-09-21 03:16:04.0,12.36,2019-09-21 02:16:04.0,12.45,2019-09-21 02:16:04.0,13.48,2019-09-21 02:16:04.0,6.74,2019-09-21 02:16:04.0,13.81,2019-09-21 02:16:04.0,12.49
2019-09-21 03:46:16.0,12.35,2019-09-21 02:46:04.0,12.44,2019-09-21 02:46:04.0,13.47,2019-09-21 02:46:04.0,6.74,2019-09-21 02:46:04.0,13.81,2019-09-21 02:46:04.0,12.49
2019-09-21 04:16:16.0,12.35,2019-09-21 03:16:04.0,12.43,2019-09-21 03:16:04.0,13.48,2019-09-21 03:16:04.0,6.74,2019-09-21 03:16:04.0,13.81,2019-09-21 03:16:04.0,12.49
2019-09-21 04:46:16.0,12.35,2019-09-21 03:46:16.0,12.43,2019-09-21 03:46:16.0,13.48,2019-09-21 03:46:16.0,6.75,2019-09-21 03:46:16.0,13.81,2019-09-21 03:46:16.0,12.49
2019-09-21 05:16:16.0,12.35,2019-09-21 04:16:16.0,12.43,2019-09-21 04:16:16.0,13.48,2019-09-21 04:16:16.0,6.75,2019-09-21 04:16:16.0,13.82,2019-09-21 04:16:16.0,12.49
2019-09-21 05:46:16.0,12.35,2019-09-21 04:46:16.0,12.42,2019-09-21 04:46:16.0,13.48,2019-09-21 04:46:16.0,6.75,2019-09-21 04:46:16.0,13.81,2019-09-21 04:46:16.0,12.48
2019-09-21 06:16:16.0,12.34,2019-09-21 05:16:16.0,12.41,2019-09-21 05:16:16.0,13.48,2019-09-21 05:16:16.0,6.75,2019-09-21 05:16:16.0,13.81,2019-09-21 05:16:16.0,12.5
2019-09-21 06:46:26.0,12.34,2019-09-21 05:46:16.0,12.41,2019-09-21 05:46:16.0,13.47,2019-09-21 05:46:16.0,6.75,2019-09-21 05:46:16.0,13.82,2019-09-21 05:46:16.0,12.5
2019-09-21 07:16:26.0,12.35,2019-09-21 06:16:16.0,12.4,2019-09-21 06:16:16.0,13.47,2019-09-21 06:16:16.0,6.75,2019-09-21 06:16:16.0,13.81,2019-09-21 06:16:16.0,12.49
2019-09-21 07:46:26.0,12.39,2019-09-21 06:46:26.0,12.39,2019-09-21 06:46:26.0,13.47,2019-09-21 06:46:26.0,6.75,2019-09-21 06:46:26.0,13.82,2019-09-21 06:46:26.0,12.5
2019-09-21 08:16:26.0,12.4,2019-09-21 07:16:26.0,12.38,2019-09-21 07:16:26.0,13.47,2019-09-21 07:16:26.0,6.75,2019-09-21 07:16:26.0,13.82,2019-09-21 07:16:26.0,12.5
2019-09-21 08:46:26.0,12.4,2019-09-21 07:46:26.0,12.37,2019-09-21 07:46:26.0,13.47,2019-09-21 07:46:26.0,6.75,2019-09-21 07:46:26.0,13.82,2019-09-21 07:46:26.0,12.51
2019-09-21 09:16:26.0,12.42,2019-09-21 08:16:26.0,12.36,2019-09-21 08:16:26.0,13.47,2019-09-21 08:16:26.0,6.75,2019-09-21 08:16:26.0,13.83,2019-09-21 08:16:26.0,12.52
2019-09-21 09:46:36.0,12.43,2019-09-21 08:46:26.0,12.35,2019-09-21 08:46:26.0,13.46,2019-09-21 08:46:26.0,6.75,2019-09-21 08:46:26.0,13.83,2019-09-21 08:46:26.0,12.52
2019-09-21 10:16:36.0,12.45,2019-09-21 09:16:26.0,12.35,2019-09-21 09:16:26.0,13.46,2019-09-21 09:16:26.0,6.75,2019-09-21 09:16:26.0,13.82,2019-09-21 09:16:26.0,12.52
2019-09-21 10:46:36.0,12.46,2019-09-21 09:46:36.0,12.35,2019-09-21 09:46:36.0,13.46,2019-09-21 09:46:36.0,6.75,2019-09-21 09:46:36.0,13.82,2019-09-21 09:46:36.0,12.52
2019-09-21 11:16:36.0,12.47,2019-09-21 10:16:36.0,12.34,2019-09-21 10:16:36.0,13.46,2019-09-21 10:16:36.0,6.75,2019-09-21 10:16:36.0,13.83,2019-09-21 10:16:36.0,12.52
2019-09-21 11:46:36.0,12.47,2019-09-21 10:46:36.0,12.34,2019-09-21 10:46:36.0,13.46,2019-09-21 10:46:36.0,6.75,2019-09-21 10:46:36.0,13.82,2019-09-21 10:46:36.0,12.52
2019-09-21 12:16:36.0,12.47,2019-09-21 11:16:36.0,12.33,2019-09-21 11:16:36.0,13.46,2019-09-21 11:16:36.0,6.75,2019-09-21 11:16:36.0,13.82,2019-09-21 11:16:36.0,12.51
2019-09-21 12:46:48.0,12.47,2019-09-21 11:46:36.0,12.32,2019-09-21 11:46:36.0,13.46,2019-09-21 11:46:36.0,6.75,2019-09-21 11:46:36.0,13.82,2019-09-21 11:46:36.0,12.52
2019-09-21 13:16:48.0,12.47,2019-09-21 12:16:36.0,12.31,2019-09-21 12:16:36.0,13.46,2019-09-21 12:16:36.0,6.74,2019-09-21 12:16:36.0,13.82,2019-09-21 12:16:36.0,12.51
2019-09-21 13:46:48.0,12.48,2019-09-21 12:46:48.0,12.3,2019-09-21 12:46:48.0,13.45,2019-09-21 12:46:48.0,6.75,2019-09-21 12:46:48.0,13.82,2019-09-21 12:46:48.0,12.51
2019-09-21 14:16:48.0,12.49,2019-09-21 13:16:48.0,12.29,2019-09-21 13:16:48.0,13.45,2019-09-21 13:16:48.0,6.75,2019-09-21 13:16:48.0,13.82,2019-09-21 13:16:48.0,12.51
2019-09-21 14:46:48.0,12.5,2019-09-21 13:46:48.0,12.28,2019-09-21 13:46:48.0,13.45,2019-09-21 13:46:48.0,6.75,2019-09-21 13:46:48.0,13.82,2019-09-21 13:46:48.0,12.51
2019-09-21 15:16:48.0,12.51,2019-09-21 14:16:48.0,12.26,2019-09-21 14:16:48.0,13.44,2019-09-21 14:16:48.0,6.74,2019-09-21 14:16:48.0,13.83,2019-09-21 14:16:48.0,12.52
2019-09-21 15:46:58.0,12.51,2019-09-21 14:46:48.0,12.25,2019-09-21 14:46:48.0,13.43,2019-09-21 14:46:48.0,6.75,2019-09-21 14:46:48.0,13.83,2019-09-21 14:46:48.0,12.53
2019-09-21 16:16:58.0,12.54,2019-09-21 15:16:48.0,12.24,2019-09-21 15:16:48.0,13.43,2019-09-21 15:16:48.0,6.74,2019-09-21 15:16:48.0,13.83,2019-09-21 15:16:48.0,12.53
2019-09-21 16:46:58.0,12.57,2019-09-21 15:46:58.0,12.23,2019-09-21 15:46:58.0,13.43,2019-09-21 15:46:58.0,6.74,2019-09-21 15:46:58.0,13.83,2019-09-21 15:46:58.0,12.53
2019-09-21 17:16:58.0,12.7,2019-09-21 16:16:58.0,12.23,2019-09-21 16:16:58.0,13.42,2019-09-21 16:16:58.0,6.74,2019-09-21 16:16:58.0,13.83,2019-09-21 16:16:58.0,12.52
2019-09-21 17:46:58.0,16.34,2019-09-21 16:46:58.0,12.22,2019-09-21 16:46:58.0,13.41,2019-09-21 16:46:58.0,6.74,2019-09-21 16:46:58.0,13.83,2019-09-21 16:46:58.0,12.53
2019-09-21 18:16:58.0,19.79,2019-09-21 17:16:58.0,12.22,2019-09-21 17:16:58.0,13.41,2019-09-21 17:16:58.0,6.75,2019-09-21 17:16:58.0,13.84,2019-09-21 17:16:58.0,12.54
2019-09-21 18:47:06.0,21.27,2019-09-21 17:46:58.0,12.27,2019-09-21 17:46:58.0,13.41,2019-09-21 17:46:58.0,6.76,2019-09-21 17:46:58.0,13.84,2019-09-21 17:46:58.0,12.55
2019-09-21 19:17:06.0,22.18,2019-09-21 18:16:58.0,15.24,2019-09-21 18:16:58.0,13.34,2019-09-21 18:16:58.0,6.76,2019-09-21 18:16:58.0,13.82,2019-09-21 18:16:58.0,12.48
2019-09-21 19:47:06.0,22.17,2019-09-21 18:47:06.0,18.16,2019-09-21 18:47:06.0,15.91,2019-09-21 18:47:06.0,6.7,2019-09-21 18:47:06.0,13.82,2019-09-21 18:47:06.0,12.27
2019-09-21 20:17:06.0,21.86,2019-09-21 19:17:06.0,20.15,2019-09-21 19:17:06.0,18.31,2019-09-21 19:17:06.0,7.93,2019-09-21 19:17:06.0,13.83,2019-09-21 19:17:06.0,12.12
2019-09-21 20:47:06.0,21.42,2019-09-21 19:47:06.0,21.02,2019-09-21 19:47:06.0,19.06,2019-09-21 19:47:06.0,9.31,2019-09-21 19:47:06.0,13.82,2019-09-21 19:47:06.0,11.99
2019-09-21 21:17:06.0,21.01,2019-09-21 20:17:06.0,21.36,2019-09-21 20:17:06.0,19.6,2019-09-21 20:17:06.0,10.02,2019-09-21 20:17:06.0,13.82,2019-09-21 20:17:06.0,11.94
2019-09-21 21:47:18.0,20.65,2019-09-21 20:47:06.0,21.41,2019-09-21 20:47:06.0,19.95,2019-09-21 20:47:06.0,10.38,2019-09-21 20:47:06.0,13.84,2019-09-21 20:47:06.0,11.92
2019-09-21 22:17:18.0,20.36,2019-09-21 21:17:06.0,21.37,2019-09-21 21:17:06.0,20.2,2019-09-21 21:17:06.0,10.6,2019-09-21 21:17:06.0,13.85,2019-09-21 21:17:06.0,11.9
2019-09-21 22:47:18.0,20.08,2019-09-21 21:47:18.0,21.32,2019-09-21 21:47:18.0,20.37,2019-09-21 21:47:18.0,10.73,2019-09-21 21:47:18.0,13.88,2019-09-21 21:47:18.0,11.89
2019-09-21 23:17:18.0,19.85,2019-09-21 22:17:18.0,21.28,2019-09-21 22:17:18.0,20.48,2019-09-21 22:17:18.0,10.82,2019-09-21 22:17:18.0,13.89,2019-09-21 22:17:18.0,11.89
2019-09-21 23:47:18.0,19.63,2019-09-21 22:47:18.0,21.24,2019-09-21 22:47:18.0,20.55,2019-09-21 22:47:18.0,10.88,2019-09-21 22:47:18.0,13.91,2019-09-21 22:47:18.0,11.89
2019-09-22 00:17:18.0,19.45,2019-09-21 23:17:18.0,21.19,2019-09-21 23:17:18.0,20.6,2019-09-21 23:17:18.0,10.93,2019-09-21 23:17:18.0,13.92,2019-09-21 23:17:18.0,11.89
2019-09-22 00:47:30.0,19.28,2019-09-21 23:47:18.0,21.15,2019-09-21 23:47:18.0,20.63,2019-09-21 23:47:18.0,10.96,2019-09-21 23:47:18.0,13.93,2019-09-21 23:47:18.0,11.89
2019-09-22 01:17:30.0,19.13,2019-09-22 00:17:18.0,21.11,2019-09-22 00:17:18.0,20.66,2019-09-22 00:17:18.0,10.98,2019-09-22 00:17:18.0,13.95,2019-09-22 00:17:18.0,11.88
2019-09-22 01:47:30.0,18.99,2019-09-22 00:47:30.0,21.06,2019-09-22 00:47:30.0,20.67,2019-09-22 00:47:30.0,11,2019-09-22 00:47:30.0,13.96,2019-09-22 00:47:30.0,11.88
2019-09-22 02:17:30.0,18.86,2019-09-22 01:17:30.0,20.95,2019-09-22 01:17:30.0,20.68,2019-09-22 01:17:30.0,11.02,2019-09-22 01:17:30.0,13.96,2019-09-22 01:17:30.0,11.88
2019-09-22 02:47:30.0,18.75,2019-09-22 01:47:30.0,20.87,2019-09-22 01:47:30.0,20.68,2019-09-22 01:47:30.0,11.04,2019-09-22 01:47:30.0,13.97,2019-09-22 01:47:30.0,11.87
2019-09-22 03:17:30.0,18.65,2019-09-22 02:17:30.0,20.8,2019-09-22 02:17:30.0,20.68,2019-09-22 02:17:30.0,11.04,2019-09-22 02:17:30.0,13.98,2019-09-22 02:17:30.0,11.88
2019-09-22 03:47:38.0,18.55,2019-09-22 02:47:30.0,20.68,2019-09-22 02:47:30.0,20.68,2019-09-22 02:47:30.0,11.06,2019-09-22 02:47:30.0,13.99,2019-09-22 02:47:30.0,11.87
2019-09-22 04:17:38.0,18.45,2019-09-22 03:17:30.0,20.55,2019-09-22 03:17:30.0,20.66,2019-09-22 03:17:30.0,11.07,2019-09-22 03:17:30.0,13.99,2019-09-22 03:17:30.0,11.87
2019-09-22 04:47:38.0,18.36,2019-09-22 03:47:38.0,20.44,2019-09-22 03:47:38.0,20.66,2019-09-22 03:47:38.0,11.08,2019-09-22 03:47:38.0,14,2019-09-22 03:47:38.0,11.87
2019-09-22 05:17:38.0,18.28,2019-09-22 04:17:38.0,20.3,2019-09-22 04:17:38.0,20.66,2019-09-22 04:17:38.0,11.08,2019-09-22 04:17:38.0,14.01,2019-09-22 04:17:38.0,11.87
2019-09-22 05:47:38.0,18.19,2019-09-22 04:47:38.0,20.21,2019-09-22 04:47:38.0,20.65,2019-09-22 04:47:38.0,11.08,2019-09-22 04:47:38.0,14.01,2019-09-22 04:47:38.0,11.87
2019-09-22 06:17:38.0,18.12,2019-09-22 05:17:38.0,20.1,2019-09-22 05:17:38.0,20.64,2019-09-22 05:17:38.0,11.09,2019-09-22 05:17:38.0,14.02,2019-09-22 05:17:38.0,11.87
2019-09-22 06:47:50.0,18.05,2019-09-22 05:47:38.0,20,2019-09-22 05:47:38.0,20.63,2019-09-22 05:47:38.0,11.09,2019-09-22 05:47:38.0,14.02,2019-09-22 05:47:38.0,11.86
2019-09-22 07:17:50.0,17.97,2019-09-22 06:17:38.0,19.9,2019-09-22 06:17:38.0,20.62,2019-09-22 06:17:38.0,11.09,2019-09-22 06:17:38.0,14.02,2019-09-22 06:17:38.0,11.86
2019-09-22 07:47:50.0,17.89,2019-09-22 06:47:50.0,19.8,2019-09-22 06:47:50.0,20.61,2019-09-22 06:47:50.0,11.1,2019-09-22 06:47:50.0,14.03,2019-09-22 06:47:50.0,11.86
2019-09-22 08:17:50.0,17.84,2019-09-22 07:17:50.0,19.71,2019-09-22 07:17:50.0,20.59,2019-09-22 07:17:50.0,11.1,2019-09-22 07:17:50.0,14.04,2019-09-22 07:17:50.0,11.86
2019-09-22 08:47:50.0,17.79,2019-09-22 07:47:50.0,19.6,2019-09-22 07:47:50.0,20.58,2019-09-22 07:47:50.0,11.11,2019-09-22 07:47:50.0,14.04,2019-09-22 07:47:50.0,11.86
2019-09-22 09:17:50.0,17.73,2019-09-22 08:17:50.0,19.51,2019-09-22 08:17:50.0,20.53,2019-09-22 08:17:50.0,11.11,2019-09-22 08:17:50.0,14.04,2019-09-22 08:17:50.0,11.86
2019-09-22 09:47:50.0,17.69,2019-09-22 08:47:50.0,19.4,2019-09-22 08:47:50.0,20.5,2019-09-22 08:47:50.0,11.1,2019-09-22 08:47:50.0,14.05,2019-09-22 08:47:50.0,11.85
2019-09-22 10:18:00.0,17.64,2019-09-22 09:17:50.0,19.3,2019-09-22 09:17:50.0,20.47,2019-09-22 09:17:50.0,11.09,2019-09-22 09:17:50.0,14.06,2019-09-22 09:17:50.0,11.85
2019-09-22 10:48:00.0,17.56,2019-09-22 09:47:50.0,19.2,2019-09-22 09:47:50.0,20.45,2019-09-22 09:47:50.0,11.09,2019-09-22 09:47:50.0,14.06,2019-09-22 09:47:50.0,11.85
2019-09-22 11:18:00.0,17.49,2019-09-22 10:18:00.0,19.09,2019-09-22 10:18:00.0,20.41,2019-09-22 10:18:00.0,11.08,2019-09-22 10:18:00.0,14.07,2019-09-22 10:18:00.0,11.85
2019-09-22 11:48:00.0,17.39,2019-09-22 10:48:00.0,19,2019-09-22 10:48:00.0,20.38,2019-09-22 10:48:00.0,11.08,2019-09-22 10:48:00.0,14.07,2019-09-22 10:48:00.0,11.84
2019-09-22 12:18:00.0,17.28,2019-09-22 11:18:00.0,18.91,2019-09-22 11:18:00.0,20.35,2019-09-22 11:18:00.0,11.07,2019-09-22 11:18:00.0,14.08,2019-09-22 11:18:00.0,11.85
2019-09-22 12:48:00.0,17.15,2019-09-22 11:48:00.0,18.81,2019-09-22 11:48:00.0,20.32,2019-09-22 11:48:00.0,11.07,2019-09-22 11:48:00.0,14.09,2019-09-22 11:48:00.0,11.85
2019-09-22 13:18:10.0,17,2019-09-22 12:18:00.0,18.67,2019-09-22 12:18:00.0,20.29,2019-09-22 12:18:00.0,11.06,2019-09-22 12:18:00.0,14.1,2019-09-22 12:18:00.0,11.85
2019-09-22 13:48:10.0,16.85,2019-09-22 12:48:00.0,18.53,2019-09-22 12:48:00.0,20.23,2019-09-22 12:48:00.0,11.05,2019-09-22 12:48:00.0,14.1,2019-09-22 12:48:00.0,11.84
2019-09-22 14:18:10.0,16.7,2019-09-22 13:18:10.0,18.36,2019-09-22 13:18:10.0,20.18,2019-09-22 13:18:10.0,11.05,2019-09-22 13:18:10.0,14.11,2019-09-22 13:18:10.0,11.85
2019-09-22 14:48:10.0,16.55,2019-09-22 13:48:10.0,18.21,2019-09-22 13:48:10.0,20.12,2019-09-22 13:48:10.0,11.04,2019-09-22 13:48:10.0,14.12,2019-09-22 13:48:10.0,11.84
2019-09-22 15:18:10.0,16.43,2019-09-22 14:18:10.0,18.02,2019-09-22 14:18:10.0,20.05,2019-09-22 14:18:10.0,11.02,2019-09-22 14:18:10.0,14.12,2019-09-22 14:18:10.0,11.85
2019-09-22 15:48:10.0,16.29,2019-09-22 14:48:10.0,17.86,2019-09-22 14:48:10.0,19.99,2019-09-22 14:48:10.0,11.01,2019-09-22 14:48:10.0,14.12,2019-09-22 14:48:10.0,11.84
2019-09-22 16:18:20.0,16.17,2019-09-22 15:18:10.0,17.7,2019-09-22 15:18:10.0,19.93,2019-09-22 15:18:10.0,10.98,2019-09-22 15:18:10.0,14.13,2019-09-22 15:18:10.0,11.85
2019-09-22 16:48:20.0,16.06,2019-09-22 15:48:10.0,17.54,2019-09-22 15:48:10.0,19.84,2019-09-22 15:48:10.0,10.96,2019-09-22 15:48:10.0,14.14,2019-09-22 15:48:10.0,11.85
2019-09-22 17:18:20.0,15.93,2019-09-22 16:18:20.0,17.39,2019-09-22 16:18:20.0,19.75,2019-09-22 16:18:20.0,10.93,2019-09-22 16:18:20.0,14.14,2019-09-22 16:18:20.0,11.85
2019-09-22 17:48:20.0,15.81,2019-09-22 16:48:20.0,17.25,2019-09-22 16:48:20.0,19.64,2019-09-22 16:48:20.0,10.89,2019-09-22 16:48:20.0,14.15,2019-09-22 16:48:20.0,11.85
2019-09-22 18:18:20.0,15.71,2019-09-22 17:18:20.0,17.1,2019-09-22 17:18:20.0,19.53,2019-09-22 17:18:20.0,10.85,2019-09-22 17:18:20.0,14.15,2019-09-22 17:18:20.0,11.85
2019-09-22 18:48:20.0,15.62,2019-09-22 17:48:20.0,16.96,2019-09-22 17:48:20.0,19.43,2019-09-22 17:48:20.0,10.81,2019-09-22 17:48:20.0,14.16,2019-09-22 17:48:20.0,11.85
