1161 Eucaliptos Ligeira - SoilR40 A 10 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 20 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 30 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 40 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 50 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 60 cm #1201[%],
2019-09-05 11:44:04.0,11.27,2019-09-05 11:44:04.0,14.6,2019-09-05 11:44:04.0,13.21,2019-09-05 11:44:04.0,13.68,2019-09-05 11:44:04.0,10.91,2019-09-05 11:44:04.0,8.82
2019-09-05 12:14:04.0,11.27,2019-09-05 12:14:04.0,14.66,2019-09-05 12:14:04.0,13.28,2019-09-05 12:14:04.0,13.73,2019-09-05 12:14:04.0,10.92,2019-09-05 12:14:04.0,8.83
2019-09-05 12:44:04.0,11.26,2019-09-05 12:44:04.0,14.7,2019-09-05 12:44:04.0,13.37,2019-09-05 12:44:04.0,13.79,2019-09-05 12:44:04.0,10.93,2019-09-05 12:44:04.0,8.83
2019-09-05 13:14:04.0,11.24,2019-09-05 13:14:04.0,14.74,2019-09-05 13:14:04.0,13.39,2019-09-05 13:14:04.0,13.87,2019-09-05 13:14:04.0,10.93,2019-09-05 13:14:04.0,8.83
2019-09-05 13:44:04.0,11.22,2019-09-05 13:44:04.0,14.76,2019-09-05 13:44:04.0,13.42,2019-09-05 13:44:04.0,13.94,2019-09-05 13:44:04.0,10.94,2019-09-05 13:44:04.0,8.84
2019-09-05 14:14:04.0,11.24,2019-09-05 14:14:04.0,14.77,2019-09-05 14:14:04.0,13.44,2019-09-05 14:14:04.0,14.01,2019-09-05 14:14:04.0,10.95,2019-09-05 14:14:04.0,8.85
2019-09-05 14:44:12.0,11.24,2019-09-05 14:44:12.0,14.77,2019-09-05 14:44:12.0,13.45,2019-09-05 14:44:12.0,14.08,2019-09-05 14:44:12.0,10.96,2019-09-05 14:44:12.0,8.85
2019-09-05 15:14:12.0,11.25,2019-09-05 15:14:12.0,14.76,2019-09-05 15:14:12.0,13.46,2019-09-05 15:14:12.0,14.14,2019-09-05 15:14:12.0,10.97,2019-09-05 15:14:12.0,8.86
2019-09-05 15:44:12.0,11.25,2019-09-05 15:44:12.0,14.74,2019-09-05 15:44:12.0,13.47,2019-09-05 15:44:12.0,14.21,2019-09-05 15:44:12.0,11,2019-09-05 15:44:12.0,8.87
2019-09-05 16:14:12.0,11.25,2019-09-05 16:14:12.0,14.73,2019-09-05 16:14:12.0,13.48,2019-09-05 16:14:12.0,14.26,2019-09-05 16:14:12.0,11.03,2019-09-05 16:14:12.0,8.87
2019-09-05 16:44:12.0,11.24,2019-09-05 16:44:12.0,14.73,2019-09-05 16:44:12.0,13.46,2019-09-05 16:44:12.0,14.32,2019-09-05 16:44:12.0,11.04,2019-09-05 16:44:12.0,8.88
2019-09-05 17:14:12.0,11.23,2019-09-05 17:14:12.0,14.7,2019-09-05 17:14:12.0,13.53,2019-09-05 17:14:12.0,14.36,2019-09-05 17:14:12.0,11.1,2019-09-05 17:14:12.0,8.9
2019-09-05 17:44:20.0,11.21,2019-09-05 17:44:20.0,14.69,2019-09-05 17:44:20.0,13.46,2019-09-05 17:44:20.0,14.39,2019-09-05 17:44:20.0,11.14,2019-09-05 17:44:20.0,8.91
2019-09-05 18:14:20.0,11.21,2019-09-05 18:14:20.0,14.68,2019-09-05 18:14:20.0,13.44,2019-09-05 18:14:20.0,14.42,2019-09-05 18:14:20.0,11.15,2019-09-05 18:14:20.0,8.92
2019-09-05 18:44:20.0,11.2,2019-09-05 18:44:20.0,14.67,2019-09-05 18:44:20.0,13.44,2019-09-05 18:44:20.0,14.44,2019-09-05 18:44:20.0,11.2,2019-09-05 18:44:20.0,8.93
2019-09-05 19:14:20.0,11.18,2019-09-05 19:14:20.0,14.65,2019-09-05 19:14:20.0,13.44,2019-09-05 19:14:20.0,14.46,2019-09-05 19:14:20.0,11.23,2019-09-05 19:14:20.0,8.94
2019-09-05 19:44:20.0,11.17,2019-09-05 19:44:20.0,14.64,2019-09-05 19:44:20.0,13.43,2019-09-05 19:44:20.0,14.47,2019-09-05 19:44:20.0,11.25,2019-09-05 19:44:20.0,8.96
2019-09-05 20:14:20.0,11.16,2019-09-05 20:14:20.0,14.64,2019-09-05 20:14:20.0,13.43,2019-09-05 20:14:20.0,14.47,2019-09-05 20:14:20.0,11.28,2019-09-05 20:14:20.0,8.97
2019-09-05 20:44:30.0,11.15,2019-09-05 20:44:30.0,14.63,2019-09-05 20:44:30.0,13.41,2019-09-05 20:44:30.0,14.48,2019-09-05 20:44:30.0,11.3,2019-09-05 20:44:30.0,8.99
2019-09-05 21:14:30.0,11.14,2019-09-05 21:14:30.0,14.62,2019-09-05 21:14:30.0,13.4,2019-09-05 21:14:30.0,14.47,2019-09-05 21:14:30.0,11.32,2019-09-05 21:14:30.0,9.01
2019-09-05 21:44:30.0,11.13,2019-09-05 21:44:30.0,14.61,2019-09-05 21:44:30.0,13.38,2019-09-05 21:44:30.0,14.48,2019-09-05 21:44:30.0,11.34,2019-09-05 21:44:30.0,9.03
2019-09-05 22:14:30.0,11.12,2019-09-05 22:14:30.0,14.6,2019-09-05 22:14:30.0,13.37,2019-09-05 22:14:30.0,14.47,2019-09-05 22:14:30.0,11.35,2019-09-05 22:14:30.0,9.04
2019-09-05 22:44:30.0,11.1,2019-09-05 22:44:30.0,14.58,2019-09-05 22:44:30.0,13.36,2019-09-05 22:44:30.0,14.47,2019-09-05 22:44:30.0,11.36,2019-09-05 22:44:30.0,9.06
2019-09-05 23:14:30.0,11.1,2019-09-05 23:14:30.0,14.58,2019-09-05 23:14:30.0,13.35,2019-09-05 23:14:30.0,14.46,2019-09-05 23:14:30.0,11.38,2019-09-05 23:14:30.0,9.07
2019-09-05 23:44:40.0,11.09,2019-09-05 23:44:40.0,14.57,2019-09-05 23:44:40.0,13.34,2019-09-05 23:44:40.0,14.45,2019-09-05 23:44:40.0,11.39,2019-09-05 23:44:40.0,9.09
2019-09-06 00:14:40.0,11.09,2019-09-06 00:14:40.0,14.56,2019-09-06 00:14:40.0,13.33,2019-09-06 00:14:40.0,14.43,2019-09-06 00:14:40.0,11.4,2019-09-06 00:14:40.0,9.11
2019-09-06 00:44:40.0,11.08,2019-09-06 00:44:40.0,14.56,2019-09-06 00:44:40.0,13.31,2019-09-06 00:44:40.0,14.43,2019-09-06 00:44:40.0,11.4,2019-09-06 00:44:40.0,9.13
2019-09-06 01:14:40.0,11.08,2019-09-06 01:14:40.0,14.55,2019-09-06 01:14:40.0,13.32,2019-09-06 01:14:40.0,14.41,2019-09-06 01:14:40.0,11.42,2019-09-06 01:14:40.0,9.14
2019-09-06 01:44:40.0,11.08,2019-09-06 01:44:40.0,14.55,2019-09-06 01:44:40.0,13.3,2019-09-06 01:44:40.0,14.4,2019-09-06 01:44:40.0,11.42,2019-09-06 01:44:40.0,9.16
2019-09-06 02:14:40.0,11.07,2019-09-06 02:14:40.0,14.54,2019-09-06 02:14:40.0,13.3,2019-09-06 02:14:40.0,14.39,2019-09-06 02:14:40.0,11.43,2019-09-06 02:14:40.0,9.18
2019-09-06 02:44:48.0,11.07,2019-09-06 02:44:48.0,14.54,2019-09-06 02:44:48.0,13.28,2019-09-06 02:44:48.0,14.39,2019-09-06 02:44:48.0,11.43,2019-09-06 02:44:48.0,9.19
2019-09-06 03:14:48.0,11.08,2019-09-06 03:14:48.0,14.54,2019-09-06 03:14:48.0,13.29,2019-09-06 03:14:48.0,14.37,2019-09-06 03:14:48.0,11.43,2019-09-06 03:14:48.0,9.2
2019-09-06 03:44:48.0,11.08,2019-09-06 03:44:48.0,14.54,2019-09-06 03:44:48.0,13.28,2019-09-06 03:44:48.0,14.36,2019-09-06 03:44:48.0,11.43,2019-09-06 03:44:48.0,9.22
2019-09-06 04:14:48.0,11.09,2019-09-06 04:14:48.0,14.54,2019-09-06 04:14:48.0,13.29,2019-09-06 04:14:48.0,14.34,2019-09-06 04:14:48.0,11.43,2019-09-06 04:14:48.0,9.23
2019-09-06 04:44:48.0,11.1,2019-09-06 04:44:48.0,14.54,2019-09-06 04:44:48.0,13.28,2019-09-06 04:44:48.0,14.34,2019-09-06 04:44:48.0,11.44,2019-09-06 04:44:48.0,9.24
2019-09-06 05:14:48.0,11.12,2019-09-06 05:14:48.0,14.54,2019-09-06 05:14:48.0,13.3,2019-09-06 05:14:48.0,14.32,2019-09-06 05:14:48.0,11.43,2019-09-06 05:14:48.0,9.26
2019-09-06 05:44:58.0,11.13,2019-09-06 05:44:58.0,14.54,2019-09-06 05:44:58.0,13.3,2019-09-06 05:44:58.0,14.32,2019-09-06 05:44:58.0,11.43,2019-09-06 05:44:58.0,9.26
2019-09-06 06:14:56.0,11.14,2019-09-06 06:14:56.0,14.54,2019-09-06 06:14:56.0,13.28,2019-09-06 06:14:56.0,14.31,2019-09-06 06:14:56.0,11.44,2019-09-06 06:14:56.0,9.27
2019-09-06 06:44:56.0,11.16,2019-09-06 06:44:56.0,14.54,2019-09-06 06:44:56.0,13.27,2019-09-06 06:44:56.0,14.3,2019-09-06 06:44:56.0,11.44,2019-09-06 06:44:56.0,9.28
2019-09-06 07:14:56.0,11.18,2019-09-06 07:14:56.0,14.54,2019-09-06 07:14:56.0,13.28,2019-09-06 07:14:56.0,14.29,2019-09-06 07:14:56.0,11.44,2019-09-06 07:14:56.0,9.29
2019-09-06 07:44:56.0,11.19,2019-09-06 07:44:56.0,14.54,2019-09-06 07:44:56.0,13.28,2019-09-06 07:44:56.0,14.28,2019-09-06 07:44:56.0,11.44,2019-09-06 07:44:56.0,9.3
2019-09-06 08:14:56.0,11.2,2019-09-06 08:14:56.0,14.54,2019-09-06 08:14:56.0,13.28,2019-09-06 08:14:56.0,14.28,2019-09-06 08:14:56.0,11.44,2019-09-06 08:14:56.0,9.31
2019-09-06 08:45:04.0,11.2,2019-09-06 08:45:04.0,14.54,2019-09-06 08:45:04.0,13.3,2019-09-06 08:45:04.0,14.26,2019-09-06 08:45:04.0,11.43,2019-09-06 08:45:04.0,9.32
2019-09-06 09:15:04.0,11.21,2019-09-06 09:15:04.0,14.53,2019-09-06 09:15:04.0,13.28,2019-09-06 09:15:04.0,14.25,2019-09-06 09:15:04.0,11.44,2019-09-06 09:15:04.0,9.32
2019-09-06 09:45:04.0,11.22,2019-09-06 09:45:04.0,14.54,2019-09-06 09:45:04.0,13.26,2019-09-06 09:45:04.0,14.24,2019-09-06 09:45:04.0,11.44,2019-09-06 09:45:04.0,9.33
2019-09-06 10:15:04.0,11.19,2019-09-06 10:15:04.0,14.52,2019-09-06 10:15:04.0,13.25,2019-09-06 10:15:04.0,14.24,2019-09-06 10:15:04.0,11.44,2019-09-06 10:15:04.0,9.34
2019-09-06 10:45:04.0,11.19,2019-09-06 10:45:04.0,14.52,2019-09-06 10:45:04.0,13.28,2019-09-06 10:45:04.0,14.22,2019-09-06 10:45:04.0,11.44,2019-09-06 10:45:04.0,9.34
2019-09-06 11:15:04.0,11.17,2019-09-06 11:15:04.0,14.52,2019-09-06 11:15:04.0,13.25,2019-09-06 11:15:04.0,14.22,2019-09-06 11:15:04.0,11.44,2019-09-06 11:15:04.0,9.35
2019-09-06 11:45:12.0,11.14,2019-09-06 11:45:12.0,14.51,2019-09-06 11:45:12.0,13.24,2019-09-06 11:45:12.0,14.22,2019-09-06 11:45:12.0,11.43,2019-09-06 11:45:12.0,9.35
2019-09-06 12:15:12.0,11.11,2019-09-06 12:15:12.0,14.5,2019-09-06 12:15:12.0,13.23,2019-09-06 12:15:12.0,14.22,2019-09-06 12:15:12.0,11.44,2019-09-06 12:15:12.0,9.36
2019-09-06 12:45:12.0,11.08,2019-09-06 12:45:12.0,14.48,2019-09-06 12:45:12.0,13.22,2019-09-06 12:45:12.0,14.2,2019-09-06 12:45:12.0,11.44,2019-09-06 12:45:12.0,9.36
2019-09-06 13:15:12.0,11.07,2019-09-06 13:15:12.0,14.47,2019-09-06 13:15:12.0,13.21,2019-09-06 13:15:12.0,14.21,2019-09-06 13:15:12.0,11.44,2019-09-06 13:15:12.0,9.37
2019-09-06 13:45:12.0,11.05,2019-09-06 13:45:12.0,14.46,2019-09-06 13:45:12.0,13.2,2019-09-06 13:45:12.0,14.2,2019-09-06 13:45:12.0,11.44,2019-09-06 13:45:12.0,9.37
2019-09-06 14:15:12.0,11.05,2019-09-06 14:15:12.0,14.43,2019-09-06 14:15:12.0,13.18,2019-09-06 14:15:12.0,14.2,2019-09-06 14:15:12.0,11.43,2019-09-06 14:15:12.0,9.37
2019-09-06 14:45:20.0,11.05,2019-09-06 14:45:20.0,14.39,2019-09-06 14:45:20.0,13.17,2019-09-06 14:45:20.0,14.18,2019-09-06 14:45:20.0,11.43,2019-09-06 14:45:20.0,9.38
2019-09-06 15:15:20.0,11.03,2019-09-06 15:15:20.0,14.34,2019-09-06 15:15:20.0,13.16,2019-09-06 15:15:20.0,14.16,2019-09-06 15:15:20.0,11.43,2019-09-06 15:15:20.0,9.38
2019-09-06 15:45:20.0,11.02,2019-09-06 15:45:20.0,14.3,2019-09-06 15:45:20.0,13.14,2019-09-06 15:45:20.0,14.15,2019-09-06 15:45:20.0,11.43,2019-09-06 15:45:20.0,9.38
2019-09-06 16:15:20.0,11.01,2019-09-06 16:15:20.0,14.27,2019-09-06 16:15:20.0,13.12,2019-09-06 16:15:20.0,14.14,2019-09-06 16:15:20.0,11.42,2019-09-06 16:15:20.0,9.39
2019-09-06 16:45:22.0,11,2019-09-06 16:45:22.0,14.24,2019-09-06 16:45:22.0,13.09,2019-09-06 16:45:22.0,14.13,2019-09-06 16:45:22.0,11.42,2019-09-06 16:45:22.0,9.39
2019-09-06 17:15:20.0,11,2019-09-06 17:15:20.0,14.21,2019-09-06 17:15:20.0,13.07,2019-09-06 17:15:20.0,14.12,2019-09-06 17:15:20.0,11.42,2019-09-06 17:15:20.0,9.39
2019-09-06 17:45:32.0,10.98,2019-09-06 17:45:32.0,14.19,2019-09-06 17:45:32.0,13.05,2019-09-06 17:45:32.0,14.1,2019-09-06 17:45:32.0,11.41,2019-09-06 17:45:32.0,9.4
2019-09-06 18:15:32.0,10.97,2019-09-06 18:15:32.0,14.18,2019-09-06 18:15:32.0,13.03,2019-09-06 18:15:32.0,14.08,2019-09-06 18:15:32.0,11.4,2019-09-06 18:15:32.0,9.39
2019-09-06 18:45:32.0,10.95,2019-09-06 18:45:32.0,14.17,2019-09-06 18:45:32.0,13.01,2019-09-06 18:45:32.0,14.07,2019-09-06 18:45:32.0,11.4,2019-09-06 18:45:32.0,9.4
2019-09-06 19:15:32.0,10.94,2019-09-06 19:15:32.0,14.16,2019-09-06 19:15:32.0,12.99,2019-09-06 19:15:32.0,14.05,2019-09-06 19:15:32.0,11.39,2019-09-06 19:15:32.0,9.4
2019-09-06 19:45:32.0,10.93,2019-09-06 19:45:32.0,14.15,2019-09-06 19:45:32.0,12.97,2019-09-06 19:45:32.0,14.04,2019-09-06 19:45:32.0,11.38,2019-09-06 19:45:32.0,9.39
2019-09-06 20:15:32.0,10.91,2019-09-06 20:15:32.0,14.15,2019-09-06 20:15:32.0,12.95,2019-09-06 20:15:32.0,14.03,2019-09-06 20:15:32.0,11.38,2019-09-06 20:15:32.0,9.4
2019-09-06 20:45:42.0,10.89,2019-09-06 20:45:42.0,14.14,2019-09-06 20:45:42.0,12.93,2019-09-06 20:45:42.0,14.01,2019-09-06 20:45:42.0,11.37,2019-09-06 20:45:42.0,9.4
2019-09-06 21:15:42.0,10.88,2019-09-06 21:15:42.0,14.14,2019-09-06 21:15:42.0,12.92,2019-09-06 21:15:42.0,13.99,2019-09-06 21:15:42.0,11.37,2019-09-06 21:15:42.0,9.4
2019-09-06 21:45:42.0,10.87,2019-09-06 21:45:42.0,14.13,2019-09-06 21:45:42.0,12.91,2019-09-06 21:45:42.0,13.98,2019-09-06 21:45:42.0,11.36,2019-09-06 21:45:42.0,9.4
2019-09-06 22:15:42.0,10.87,2019-09-06 22:15:42.0,14.12,2019-09-06 22:15:42.0,12.89,2019-09-06 22:15:42.0,13.97,2019-09-06 22:15:42.0,11.35,2019-09-06 22:15:42.0,9.4
2019-09-06 22:45:42.0,10.86,2019-09-06 22:45:42.0,14.12,2019-09-06 22:45:42.0,12.89,2019-09-06 22:45:42.0,13.95,2019-09-06 22:45:42.0,11.34,2019-09-06 22:45:42.0,9.4
2019-09-06 23:15:42.0,10.86,2019-09-06 23:15:42.0,14.11,2019-09-06 23:15:42.0,12.88,2019-09-06 23:15:42.0,13.93,2019-09-06 23:15:42.0,11.33,2019-09-06 23:15:42.0,9.4
2019-09-06 23:45:52.0,10.85,2019-09-06 23:45:52.0,14.1,2019-09-06 23:45:52.0,12.87,2019-09-06 23:45:52.0,13.93,2019-09-06 23:45:52.0,11.33,2019-09-06 23:45:52.0,9.4
2019-09-07 00:15:48.0,10.84,2019-09-07 00:15:48.0,14.1,2019-09-07 00:15:48.0,12.87,2019-09-07 00:15:48.0,13.91,2019-09-07 00:15:48.0,11.32,2019-09-07 00:15:48.0,9.4
2019-09-07 00:45:48.0,10.84,2019-09-07 00:45:48.0,14.09,2019-09-07 00:45:48.0,12.86,2019-09-07 00:45:48.0,13.9,2019-09-07 00:45:48.0,11.31,2019-09-07 00:45:48.0,9.4
2019-09-07 01:15:48.0,10.84,2019-09-07 01:15:48.0,14.09,2019-09-07 01:15:48.0,12.85,2019-09-07 01:15:48.0,13.89,2019-09-07 01:15:48.0,11.31,2019-09-07 01:15:48.0,9.4
2019-09-07 01:45:48.0,10.85,2019-09-07 01:45:48.0,14.09,2019-09-07 01:45:48.0,12.85,2019-09-07 01:45:48.0,13.88,2019-09-07 01:45:48.0,11.3,2019-09-07 01:45:48.0,9.39
2019-09-07 02:15:48.0,10.86,2019-09-07 02:15:48.0,14.09,2019-09-07 02:15:48.0,12.85,2019-09-07 02:15:48.0,13.87,2019-09-07 02:15:48.0,11.29,2019-09-07 02:15:48.0,9.39
2019-09-07 02:45:48.0,10.87,2019-09-07 02:45:48.0,14.08,2019-09-07 02:45:48.0,12.85,2019-09-07 02:45:48.0,13.86,2019-09-07 02:45:48.0,11.29,2019-09-07 02:45:48.0,9.39
2019-09-07 03:16:00.0,10.89,2019-09-07 03:16:00.0,14.08,2019-09-07 03:16:00.0,12.85,2019-09-07 03:16:00.0,13.85,2019-09-07 03:16:00.0,11.28,2019-09-07 03:16:00.0,9.4
2019-09-07 03:46:00.0,11.28,2019-09-07 03:46:00.0,14.35,2019-09-07 03:46:00.0,12.81,2019-09-07 03:46:00.0,13.87,2019-09-07 03:46:00.0,11.36,2019-09-07 03:46:00.0,9.5
2019-09-07 04:16:00.0,11.87,2019-09-07 04:16:00.0,14.44,2019-09-07 04:16:00.0,12.82,2019-09-07 04:16:00.0,13.87,2019-09-07 04:16:00.0,11.35,2019-09-07 04:16:00.0,9.49
2019-09-07 04:46:00.0,12.17,2019-09-07 04:46:00.0,14.62,2019-09-07 04:46:00.0,12.84,2019-09-07 04:46:00.0,13.86,2019-09-07 04:46:00.0,11.34,2019-09-07 04:46:00.0,9.48
2019-09-07 05:16:00.0,12.38,2019-09-07 05:16:00.0,14.8,2019-09-07 05:16:00.0,12.91,2019-09-07 05:16:00.0,13.86,2019-09-07 05:16:00.0,11.34,2019-09-07 05:16:00.0,9.48
2019-09-07 05:46:00.0,12.54,2019-09-07 05:46:00.0,14.96,2019-09-07 05:46:00.0,13,2019-09-07 05:46:00.0,13.85,2019-09-07 05:46:00.0,11.34,2019-09-07 05:46:00.0,9.48
2019-09-07 06:16:10.0,12.66,2019-09-07 06:16:10.0,15.12,2019-09-07 06:16:10.0,13.11,2019-09-07 06:16:10.0,13.85,2019-09-07 06:16:10.0,11.33,2019-09-07 06:16:10.0,9.48
2019-09-07 06:46:10.0,12.76,2019-09-07 06:46:10.0,15.27,2019-09-07 06:46:10.0,13.2,2019-09-07 06:46:10.0,13.85,2019-09-07 06:46:10.0,11.33,2019-09-07 06:46:10.0,9.48
2019-09-07 07:16:10.0,12.84,2019-09-07 07:16:10.0,15.42,2019-09-07 07:16:10.0,13.29,2019-09-07 07:16:10.0,13.85,2019-09-07 07:16:10.0,11.33,2019-09-07 07:16:10.0,9.47
2019-09-07 07:46:10.0,12.91,2019-09-07 07:46:10.0,15.56,2019-09-07 07:46:10.0,13.38,2019-09-07 07:46:10.0,13.87,2019-09-07 07:46:10.0,11.32,2019-09-07 07:46:10.0,9.48
2019-09-07 08:16:10.0,12.97,2019-09-07 08:16:10.0,15.69,2019-09-07 08:16:10.0,13.46,2019-09-07 08:16:10.0,13.87,2019-09-07 08:16:10.0,11.33,2019-09-07 08:16:10.0,9.48
2019-09-07 08:46:10.0,13.01,2019-09-07 08:46:10.0,15.81,2019-09-07 08:46:10.0,13.51,2019-09-07 08:46:10.0,13.89,2019-09-07 08:46:10.0,11.32,2019-09-07 08:46:10.0,9.47
2019-09-07 09:16:18.0,13.05,2019-09-07 09:16:18.0,15.92,2019-09-07 09:16:18.0,13.57,2019-09-07 09:16:18.0,13.91,2019-09-07 09:16:18.0,11.32,2019-09-07 09:16:18.0,9.47
2019-09-07 09:46:18.0,13.08,2019-09-07 09:46:18.0,16.01,2019-09-07 09:46:18.0,13.64,2019-09-07 09:46:18.0,13.95,2019-09-07 09:46:18.0,11.32,2019-09-07 09:46:18.0,9.47
2019-09-07 10:16:18.0,13.1,2019-09-07 10:16:18.0,16.09,2019-09-07 10:16:18.0,13.71,2019-09-07 10:16:18.0,13.97,2019-09-07 10:16:18.0,11.32,2019-09-07 10:16:18.0,9.46
2019-09-07 10:46:18.0,13.12,2019-09-07 10:46:18.0,16.16,2019-09-07 10:46:18.0,13.75,2019-09-07 10:46:18.0,14.01,2019-09-07 10:46:18.0,11.33,2019-09-07 10:46:18.0,9.46
2019-09-07 11:16:18.0,13.13,2019-09-07 11:16:18.0,16.19,2019-09-07 11:16:18.0,13.82,2019-09-07 11:16:18.0,14.05,2019-09-07 11:16:18.0,11.33,2019-09-07 11:16:18.0,9.46
2019-09-07 11:46:18.0,13.14,2019-09-07 11:46:18.0,16.22,2019-09-07 11:46:18.0,13.85,2019-09-07 11:46:18.0,14.08,2019-09-07 11:46:18.0,11.34,2019-09-07 11:46:18.0,9.46
2019-09-07 12:16:28.0,13.14,2019-09-07 12:16:28.0,16.25,2019-09-07 12:16:28.0,13.89,2019-09-07 12:16:28.0,14.12,2019-09-07 12:16:28.0,11.35,2019-09-07 12:16:28.0,9.46
2019-09-07 12:46:28.0,13.13,2019-09-07 12:46:28.0,16.27,2019-09-07 12:46:28.0,13.93,2019-09-07 12:46:28.0,14.16,2019-09-07 12:46:28.0,11.36,2019-09-07 12:46:28.0,9.46
2019-09-07 13:16:28.0,13.12,2019-09-07 13:16:28.0,16.27,2019-09-07 13:16:28.0,13.97,2019-09-07 13:16:28.0,14.2,2019-09-07 13:16:28.0,11.36,2019-09-07 13:16:28.0,9.46
2019-09-07 13:46:28.0,13.1,2019-09-07 13:46:28.0,16.28,2019-09-07 13:46:28.0,13.99,2019-09-07 13:46:28.0,14.24,2019-09-07 13:46:28.0,11.37,2019-09-07 13:46:28.0,9.46
2019-09-07 14:16:30.0,13.06,2019-09-07 14:16:30.0,16.27,2019-09-07 14:16:30.0,14.01,2019-09-07 14:16:30.0,14.27,2019-09-07 14:16:30.0,11.38,2019-09-07 14:16:30.0,9.46
2019-09-07 14:46:28.0,13.04,2019-09-07 14:46:28.0,16.26,2019-09-07 14:46:28.0,14.01,2019-09-07 14:46:28.0,14.3,2019-09-07 14:46:28.0,11.4,2019-09-07 14:46:28.0,9.46
2019-09-07 15:16:38.0,13,2019-09-07 15:16:38.0,16.22,2019-09-07 15:16:38.0,14.01,2019-09-07 15:16:38.0,14.31,2019-09-07 15:16:38.0,11.4,2019-09-07 15:16:38.0,9.46
2019-09-07 15:46:38.0,12.97,2019-09-07 15:46:38.0,16.19,2019-09-07 15:46:38.0,13.99,2019-09-07 15:46:38.0,14.34,2019-09-07 15:46:38.0,11.42,2019-09-07 15:46:38.0,9.46
2019-09-07 16:16:38.0,12.95,2019-09-07 16:16:38.0,16.13,2019-09-07 16:16:38.0,13.97,2019-09-07 16:16:38.0,14.35,2019-09-07 16:16:38.0,11.42,2019-09-07 16:16:38.0,9.46
2019-09-07 16:46:38.0,12.92,2019-09-07 16:46:38.0,16.09,2019-09-07 16:46:38.0,13.94,2019-09-07 16:46:38.0,14.38,2019-09-07 16:46:38.0,11.43,2019-09-07 16:46:38.0,9.47
2019-09-07 17:16:38.0,12.9,2019-09-07 17:16:38.0,16.04,2019-09-07 17:16:38.0,13.91,2019-09-07 17:16:38.0,14.39,2019-09-07 17:16:38.0,11.44,2019-09-07 17:16:38.0,9.47
2019-09-07 17:46:38.0,12.88,2019-09-07 17:46:38.0,15.99,2019-09-07 17:46:38.0,13.88,2019-09-07 17:46:38.0,14.39,2019-09-07 17:46:38.0,11.45,2019-09-07 17:46:38.0,9.47
2019-09-07 18:16:46.0,12.85,2019-09-07 18:16:46.0,15.95,2019-09-07 18:16:46.0,13.85,2019-09-07 18:16:46.0,14.39,2019-09-07 18:16:46.0,11.46,2019-09-07 18:16:46.0,9.48
2019-09-07 18:46:46.0,12.83,2019-09-07 18:46:46.0,15.92,2019-09-07 18:46:46.0,13.83,2019-09-07 18:46:46.0,14.4,2019-09-07 18:46:46.0,11.46,2019-09-07 18:46:46.0,9.48
2019-09-07 19:16:46.0,12.8,2019-09-07 19:16:46.0,15.9,2019-09-07 19:16:46.0,13.82,2019-09-07 19:16:46.0,14.41,2019-09-07 19:16:46.0,11.46,2019-09-07 19:16:46.0,9.49
2019-09-07 19:46:46.0,12.79,2019-09-07 19:46:46.0,15.88,2019-09-07 19:46:46.0,13.81,2019-09-07 19:46:46.0,14.41,2019-09-07 19:46:46.0,11.48,2019-09-07 19:46:46.0,9.49
2019-09-07 20:16:46.0,12.77,2019-09-07 20:16:46.0,15.86,2019-09-07 20:16:46.0,13.8,2019-09-07 20:16:46.0,14.41,2019-09-07 20:16:46.0,11.48,2019-09-07 20:16:46.0,9.48
2019-09-07 20:46:46.0,12.75,2019-09-07 20:46:46.0,15.84,2019-09-07 20:46:46.0,13.78,2019-09-07 20:46:46.0,14.41,2019-09-07 20:46:46.0,11.49,2019-09-07 20:46:46.0,9.49
2019-09-07 21:16:54.0,12.74,2019-09-07 21:16:54.0,15.83,2019-09-07 21:16:54.0,13.76,2019-09-07 21:16:54.0,14.4,2019-09-07 21:16:54.0,11.5,2019-09-07 21:16:54.0,9.49
2019-09-07 21:46:54.0,12.73,2019-09-07 21:46:54.0,15.82,2019-09-07 21:46:54.0,13.74,2019-09-07 21:46:54.0,14.39,2019-09-07 21:46:54.0,11.49,2019-09-07 21:46:54.0,9.49
2019-09-07 22:16:54.0,12.72,2019-09-07 22:16:54.0,15.8,2019-09-07 22:16:54.0,13.72,2019-09-07 22:16:54.0,14.39,2019-09-07 22:16:54.0,11.5,2019-09-07 22:16:54.0,9.5
2019-09-07 22:46:54.0,12.71,2019-09-07 22:46:54.0,15.79,2019-09-07 22:46:54.0,13.7,2019-09-07 22:46:54.0,14.38,2019-09-07 22:46:54.0,11.5,2019-09-07 22:46:54.0,9.5
2019-09-07 23:16:54.0,12.7,2019-09-07 23:16:54.0,15.78,2019-09-07 23:16:54.0,13.69,2019-09-07 23:16:54.0,14.38,2019-09-07 23:16:54.0,11.5,2019-09-07 23:16:54.0,9.51
2019-09-07 23:46:54.0,12.71,2019-09-07 23:46:54.0,15.77,2019-09-07 23:46:54.0,13.68,2019-09-07 23:46:54.0,14.37,2019-09-07 23:46:54.0,11.5,2019-09-07 23:46:54.0,9.51
