1167 Eucaliptos Sul - SoilR40 A 10 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 20 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 30 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 40 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 50 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 60 cm #1201[%],
2020-06-22 11:07:02.0,14.57,2020-06-22 10:07:02.0,13.67,2020-06-22 10:07:02.0,20.47,2020-06-22 10:07:02.0,24.95,2020-06-22 10:07:02.0,28.51,2020-06-22 10:07:02.0,27.05
2020-06-22 11:37:42.0,14.48,2020-06-22 10:37:02.0,13.66,2020-06-22 10:37:02.0,20.47,2020-06-22 10:37:02.0,24.97,2020-06-22 10:37:02.0,28.39,2020-06-22 10:37:02.0,27.05
2020-06-22 12:07:42.0,14.39,2020-06-22 11:07:02.0,13.65,2020-06-22 11:07:02.0,20.48,2020-06-22 11:07:02.0,24.98,2020-06-22 11:07:02.0,28.22,2020-06-22 11:07:02.0,27.06
2020-06-22 12:37:42.0,14.3,2020-06-22 11:37:42.0,13.62,2020-06-22 11:37:42.0,20.47,2020-06-22 11:37:42.0,24.99,2020-06-22 11:37:42.0,28.69,2020-06-22 11:37:42.0,27.05
2020-06-22 13:07:42.0,14.2,2020-06-22 12:07:42.0,13.6,2020-06-22 12:07:42.0,20.46,2020-06-22 12:07:42.0,24.99,2020-06-22 12:07:42.0,28.68,2020-06-22 12:07:42.0,27.07
2020-06-22 13:37:42.0,14.11,2020-06-22 12:37:42.0,13.57,2020-06-22 12:37:42.0,20.46,2020-06-22 12:37:42.0,25,2020-06-22 12:37:42.0,28.16,2020-06-22 12:37:42.0,27.07
2020-06-22 14:07:42.0,14.02,2020-06-22 13:07:42.0,13.53,2020-06-22 13:07:42.0,20.46,2020-06-22 13:07:42.0,25,2020-06-22 13:07:42.0,28.19,2020-06-22 13:07:42.0,27.07
2020-06-22 14:38:00.0,13.92,2020-06-22 13:37:42.0,13.49,2020-06-22 13:37:42.0,20.45,2020-06-22 13:37:42.0,25,2020-06-22 13:37:42.0,28.66,2020-06-22 13:37:42.0,27.07
2020-06-22 15:08:00.0,13.83,2020-06-22 14:07:42.0,13.44,2020-06-22 14:07:42.0,20.44,2020-06-22 14:07:42.0,25,2020-06-22 14:07:42.0,28.66,2020-06-22 14:07:42.0,27.07
2020-06-22 15:38:00.0,13.74,2020-06-22 14:38:00.0,13.39,2020-06-22 14:38:00.0,20.42,2020-06-22 14:38:00.0,24.99,2020-06-22 14:38:00.0,28.65,2020-06-22 14:38:00.0,27.07
2020-06-22 16:08:00.0,13.65,2020-06-22 15:08:00.0,13.34,2020-06-22 15:08:00.0,20.41,2020-06-22 15:08:00.0,24.98,2020-06-22 15:08:00.0,28.67,2020-06-22 15:08:00.0,27.07
2020-06-22 16:38:00.0,13.56,2020-06-22 15:38:00.0,13.29,2020-06-22 15:38:00.0,20.39,2020-06-22 15:38:00.0,24.97,2020-06-22 15:38:00.0,28.64,2020-06-22 15:38:00.0,27.07
2020-06-22 17:08:00.0,13.48,2020-06-22 16:08:00.0,13.24,2020-06-22 16:08:00.0,20.36,2020-06-22 16:08:00.0,24.96,2020-06-22 16:08:00.0,28.56,2020-06-22 16:08:00.0,27.07
2020-06-22 17:38:10.0,13.41,2020-06-22 16:38:00.0,13.19,2020-06-22 16:38:00.0,20.34,2020-06-22 16:38:00.0,24.94,2020-06-22 16:38:00.0,28.53,2020-06-22 16:38:00.0,27.06
2020-06-22 18:08:10.0,13.36,2020-06-22 17:08:00.0,13.15,2020-06-22 17:08:00.0,20.33,2020-06-22 17:08:00.0,24.91,2020-06-22 17:08:00.0,28.16,2020-06-22 17:08:00.0,27.06
2020-06-22 18:38:10.0,13.32,2020-06-22 17:38:10.0,13.09,2020-06-22 17:38:10.0,20.29,2020-06-22 17:38:10.0,24.88,2020-06-22 17:38:10.0,28.62,2020-06-22 17:38:10.0,27.04
2020-06-22 19:08:10.0,13.29,2020-06-22 18:08:10.0,13.05,2020-06-22 18:08:10.0,20.27,2020-06-22 18:08:10.0,24.86,2020-06-22 18:08:10.0,28.62,2020-06-22 18:08:10.0,27.04
2020-06-22 19:38:10.0,13.28,2020-06-22 18:38:10.0,13.01,2020-06-22 18:38:10.0,20.25,2020-06-22 18:38:10.0,24.84,2020-06-22 18:38:10.0,28.52,2020-06-22 18:38:10.0,27.04
2020-06-22 20:08:10.0,13.28,2020-06-22 19:08:10.0,12.97,2020-06-22 19:08:10.0,20.22,2020-06-22 19:08:10.0,24.81,2020-06-22 19:08:10.0,28.24,2020-06-22 19:08:10.0,27.04
2020-06-22 20:38:18.0,13.3,2020-06-22 19:38:10.0,12.93,2020-06-22 19:38:10.0,20.19,2020-06-22 19:38:10.0,24.78,2020-06-22 19:38:10.0,28.01,2020-06-22 19:38:10.0,27.02
2020-06-22 21:08:18.0,13.32,2020-06-22 20:08:10.0,12.91,2020-06-22 20:08:10.0,20.17,2020-06-22 20:08:10.0,24.76,2020-06-22 20:08:10.0,27.8,2020-06-22 20:08:10.0,27.02
2020-06-22 21:38:18.0,13.35,2020-06-22 20:38:18.0,12.89,2020-06-22 20:38:18.0,20.15,2020-06-22 20:38:18.0,24.73,2020-06-22 20:38:18.0,27.42,2020-06-22 20:38:18.0,27.01
2020-06-22 22:08:18.0,13.38,2020-06-22 21:08:18.0,12.88,2020-06-22 21:08:18.0,20.13,2020-06-22 21:08:18.0,24.71,2020-06-22 21:08:18.0,27.35,2020-06-22 21:08:18.0,27
2020-06-22 22:38:18.0,13.41,2020-06-22 21:38:18.0,12.87,2020-06-22 21:38:18.0,20.11,2020-06-22 21:38:18.0,24.69,2020-06-22 21:38:18.0,27.37,2020-06-22 21:38:18.0,26.99
2020-06-22 23:08:18.0,13.44,2020-06-22 22:08:18.0,12.86,2020-06-22 22:08:18.0,20.09,2020-06-22 22:08:18.0,24.67,2020-06-22 22:08:18.0,27.37,2020-06-22 22:08:18.0,26.99
2020-06-22 23:38:26.0,13.48,2020-06-22 22:38:18.0,12.87,2020-06-22 22:38:18.0,20.08,2020-06-22 22:38:18.0,24.65,2020-06-22 22:38:18.0,27.36,2020-06-22 22:38:18.0,26.97
2020-06-23 00:08:26.0,13.51,2020-06-22 23:08:18.0,12.86,2020-06-22 23:08:18.0,20.07,2020-06-22 23:08:18.0,24.63,2020-06-22 23:08:18.0,27.36,2020-06-22 23:08:18.0,26.96
2020-06-23 00:38:26.0,13.54,2020-06-22 23:38:26.0,12.88,2020-06-22 23:38:26.0,20.06,2020-06-22 23:38:26.0,24.62,2020-06-22 23:38:26.0,27.35,2020-06-22 23:38:26.0,26.95
2020-06-23 01:08:26.0,13.58,2020-06-23 00:08:26.0,12.88,2020-06-23 00:08:26.0,20.06,2020-06-23 00:08:26.0,24.61,2020-06-23 00:08:26.0,27.35,2020-06-23 00:08:26.0,26.93
2020-06-23 01:38:26.0,13.61,2020-06-23 00:38:26.0,12.9,2020-06-23 00:38:26.0,20.06,2020-06-23 00:38:26.0,24.6,2020-06-23 00:38:26.0,27.35,2020-06-23 00:38:26.0,26.92
2020-06-23 02:08:26.0,13.65,2020-06-23 01:08:26.0,12.91,2020-06-23 01:08:26.0,20.05,2020-06-23 01:08:26.0,24.59,2020-06-23 01:08:26.0,27.34,2020-06-23 01:08:26.0,26.91
2020-06-23 02:38:34.0,13.69,2020-06-23 01:38:26.0,12.92,2020-06-23 01:38:26.0,20.05,2020-06-23 01:38:26.0,24.58,2020-06-23 01:38:26.0,27.34,2020-06-23 01:38:26.0,26.89
2020-06-23 03:08:34.0,13.72,2020-06-23 02:08:26.0,12.94,2020-06-23 02:08:26.0,20.06,2020-06-23 02:08:26.0,24.58,2020-06-23 02:08:26.0,27.34,2020-06-23 02:08:26.0,26.88
2020-06-23 03:38:34.0,13.76,2020-06-23 02:38:34.0,12.96,2020-06-23 02:38:34.0,20.07,2020-06-23 02:38:34.0,24.58,2020-06-23 02:38:34.0,27.34,2020-06-23 02:38:34.0,26.87
2020-06-23 04:08:34.0,13.79,2020-06-23 03:08:34.0,12.97,2020-06-23 03:08:34.0,20.07,2020-06-23 03:08:34.0,24.58,2020-06-23 03:08:34.0,27.34,2020-06-23 03:08:34.0,26.86
2020-06-23 04:38:34.0,13.83,2020-06-23 03:38:34.0,12.99,2020-06-23 03:38:34.0,20.08,2020-06-23 03:38:34.0,24.59,2020-06-23 03:38:34.0,27.34,2020-06-23 03:38:34.0,26.85
2020-06-23 05:08:34.0,13.85,2020-06-23 04:08:34.0,13.01,2020-06-23 04:08:34.0,20.08,2020-06-23 04:08:34.0,24.59,2020-06-23 04:08:34.0,27.34,2020-06-23 04:08:34.0,26.83
2020-06-23 05:38:40.0,13.88,2020-06-23 04:38:34.0,13.02,2020-06-23 04:38:34.0,20.08,2020-06-23 04:38:34.0,24.6,2020-06-23 04:38:34.0,27.33,2020-06-23 04:38:34.0,26.83
2020-06-23 06:08:40.0,13.91,2020-06-23 05:08:34.0,13.03,2020-06-23 05:08:34.0,20.09,2020-06-23 05:08:34.0,24.61,2020-06-23 05:08:34.0,27.33,2020-06-23 05:08:34.0,26.83
2020-06-23 06:38:40.0,13.94,2020-06-23 05:38:40.0,13.05,2020-06-23 05:38:40.0,20.1,2020-06-23 05:38:40.0,24.62,2020-06-23 05:38:40.0,27.33,2020-06-23 05:38:40.0,26.83
2020-06-23 07:08:40.0,14.23,2020-06-23 06:08:40.0,13.07,2020-06-23 06:08:40.0,20.12,2020-06-23 06:08:40.0,24.63,2020-06-23 06:08:40.0,27.33,2020-06-23 06:08:40.0,26.81
2020-06-23 07:38:40.0,14.24,2020-06-23 06:38:40.0,13.08,2020-06-23 06:38:40.0,20.12,2020-06-23 06:38:40.0,24.64,2020-06-23 06:38:40.0,27.3,2020-06-23 06:38:40.0,26.81
2020-06-23 08:08:40.0,14.33,2020-06-23 07:08:40.0,13.02,2020-06-23 07:08:40.0,20.18,2020-06-23 07:08:40.0,24.69,2020-06-23 07:08:40.0,27.36,2020-06-23 07:08:40.0,26.78
2020-06-23 08:38:50.0,14.49,2020-06-23 07:38:40.0,13.03,2020-06-23 07:38:40.0,20.17,2020-06-23 07:38:40.0,24.7,2020-06-23 07:38:40.0,27.38,2020-06-23 07:38:40.0,26.77
2020-06-23 09:08:50.0,14.61,2020-06-23 08:08:40.0,13.05,2020-06-23 08:08:40.0,20.18,2020-06-23 08:08:40.0,24.72,2020-06-23 08:08:40.0,27.42,2020-06-23 08:08:40.0,26.79
2020-06-23 09:38:50.0,14.69,2020-06-23 08:38:50.0,13.08,2020-06-23 08:38:50.0,20.2,2020-06-23 08:38:50.0,24.72,2020-06-23 08:38:50.0,27.92,2020-06-23 08:38:50.0,26.81
2020-06-23 10:08:50.0,14.73,2020-06-23 09:08:50.0,13.1,2020-06-23 09:08:50.0,20.2,2020-06-23 09:08:50.0,24.73,2020-06-23 09:08:50.0,28.53,2020-06-23 09:08:50.0,26.82
2020-06-23 10:38:50.0,14.73,2020-06-23 09:38:50.0,13.13,2020-06-23 09:38:50.0,20.2,2020-06-23 09:38:50.0,24.74,2020-06-23 09:38:50.0,28.24,2020-06-23 09:38:50.0,26.81
2020-06-23 11:08:50.0,14.72,2020-06-23 10:08:50.0,13.15,2020-06-23 10:08:50.0,20.21,2020-06-23 10:08:50.0,24.75,2020-06-23 10:08:50.0,28.33,2020-06-23 10:08:50.0,26.82
2020-06-23 11:38:58.0,14.68,2020-06-23 10:38:50.0,13.17,2020-06-23 10:38:50.0,20.22,2020-06-23 10:38:50.0,24.77,2020-06-23 10:38:50.0,28.24,2020-06-23 10:38:50.0,26.81
2020-06-23 12:08:58.0,14.63,2020-06-23 11:08:50.0,13.18,2020-06-23 11:08:50.0,20.22,2020-06-23 11:08:50.0,24.78,2020-06-23 11:08:50.0,28.23,2020-06-23 11:08:50.0,26.81
2020-06-23 12:38:58.0,14.57,2020-06-23 11:38:58.0,13.18,2020-06-23 11:38:58.0,20.23,2020-06-23 11:38:58.0,24.79,2020-06-23 11:38:58.0,28.53,2020-06-23 11:38:58.0,26.81
2020-06-23 13:08:58.0,14.5,2020-06-23 12:08:58.0,13.18,2020-06-23 12:08:58.0,20.23,2020-06-23 12:08:58.0,24.79,2020-06-23 12:08:58.0,28.53,2020-06-23 12:08:58.0,26.81
2020-06-23 13:38:58.0,14.42,2020-06-23 12:38:58.0,13.17,2020-06-23 12:38:58.0,20.24,2020-06-23 12:38:58.0,24.8,2020-06-23 12:38:58.0,28.52,2020-06-23 12:38:58.0,26.8
2020-06-23 14:08:58.0,14.34,2020-06-23 13:08:58.0,13.16,2020-06-23 13:08:58.0,20.23,2020-06-23 13:08:58.0,24.8,2020-06-23 13:08:58.0,28.03,2020-06-23 13:08:58.0,26.81
2020-06-23 14:39:04.0,14.25,2020-06-23 13:38:58.0,13.15,2020-06-23 13:38:58.0,20.22,2020-06-23 13:38:58.0,24.79,2020-06-23 13:38:58.0,28.21,2020-06-23 13:38:58.0,26.82
2020-06-23 15:09:04.0,14.16,2020-06-23 14:08:58.0,13.13,2020-06-23 14:08:58.0,20.2,2020-06-23 14:08:58.0,24.8,2020-06-23 14:08:58.0,28.48,2020-06-23 14:08:58.0,26.81
2020-06-23 15:39:04.0,14.08,2020-06-23 14:39:04.0,13.11,2020-06-23 14:39:04.0,20.2,2020-06-23 14:39:04.0,24.79,2020-06-23 14:39:04.0,28.49,2020-06-23 14:39:04.0,26.81
2020-06-23 16:09:04.0,14,2020-06-23 15:09:04.0,13.09,2020-06-23 15:09:04.0,20.19,2020-06-23 15:09:04.0,24.78,2020-06-23 15:09:04.0,28.49,2020-06-23 15:09:04.0,26.81
2020-06-23 16:39:04.0,13.93,2020-06-23 15:39:04.0,13.06,2020-06-23 15:39:04.0,20.17,2020-06-23 15:39:04.0,24.78,2020-06-23 15:39:04.0,28.4,2020-06-23 15:39:04.0,26.81
2020-06-23 17:09:04.0,13.85,2020-06-23 16:09:04.0,13.04,2020-06-23 16:09:04.0,20.16,2020-06-23 16:09:04.0,24.76,2020-06-23 16:09:04.0,28.31,2020-06-23 16:09:04.0,26.81
2020-06-23 17:39:14.0,13.79,2020-06-23 16:39:04.0,13.01,2020-06-23 16:39:04.0,20.14,2020-06-23 16:39:04.0,24.75,2020-06-23 16:39:04.0,28.18,2020-06-23 16:39:04.0,26.81
2020-06-23 18:09:14.0,13.73,2020-06-23 17:09:04.0,12.99,2020-06-23 17:09:04.0,20.13,2020-06-23 17:09:04.0,24.73,2020-06-23 17:09:04.0,28.15,2020-06-23 17:09:04.0,26.8
2020-06-23 18:39:14.0,13.7,2020-06-23 17:39:14.0,12.95,2020-06-23 17:39:14.0,20.1,2020-06-23 17:39:14.0,24.72,2020-06-23 17:39:14.0,28.47,2020-06-23 17:39:14.0,26.81
2020-06-23 19:09:14.0,13.68,2020-06-23 18:09:14.0,12.93,2020-06-23 18:09:14.0,20.09,2020-06-23 18:09:14.0,24.7,2020-06-23 18:09:14.0,28.49,2020-06-23 18:09:14.0,26.79
2020-06-23 19:39:14.0,13.67,2020-06-23 18:39:14.0,12.9,2020-06-23 18:39:14.0,20.08,2020-06-23 18:39:14.0,24.67,2020-06-23 18:39:14.0,28.46,2020-06-23 18:39:14.0,26.8
2020-06-23 20:09:14.0,13.67,2020-06-23 19:09:14.0,12.88,2020-06-23 19:09:14.0,20.07,2020-06-23 19:09:14.0,24.66,2020-06-23 19:09:14.0,28.35,2020-06-23 19:09:14.0,26.79
2020-06-23 20:39:24.0,13.69,2020-06-23 19:39:14.0,12.87,2020-06-23 19:39:14.0,20.05,2020-06-23 19:39:14.0,24.65,2020-06-23 19:39:14.0,28.05,2020-06-23 19:39:14.0,26.79
2020-06-23 21:09:24.0,13.71,2020-06-23 20:09:14.0,12.85,2020-06-23 20:09:14.0,20.03,2020-06-23 20:09:14.0,24.62,2020-06-23 20:09:14.0,27.92,2020-06-23 20:09:14.0,26.79
2020-06-23 21:39:24.0,13.74,2020-06-23 20:39:24.0,12.85,2020-06-23 20:39:24.0,20.02,2020-06-23 20:39:24.0,24.62,2020-06-23 20:39:24.0,27.32,2020-06-23 20:39:24.0,26.78
2020-06-23 22:09:24.0,13.77,2020-06-23 21:09:24.0,12.85,2020-06-23 21:09:24.0,20.01,2020-06-23 21:09:24.0,24.6,2020-06-23 21:09:24.0,27.26,2020-06-23 21:09:24.0,26.78
