1167 Eucaliptos Sul - SoilR40 A 10 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 20 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 30 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 40 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 50 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 60 cm #1201[%],
2020-08-26 03:15:26.0,6.37,2020-08-26 00:15:18.0,6.18,2020-08-26 00:15:18.0,12.65,2020-08-26 00:15:18.0,15.77,2020-08-26 00:15:18.0,17.74,2020-08-26 00:15:18.0,13.9
2020-08-26 03:45:36.0,6.37,2020-08-26 00:45:26.0,6.19,2020-08-26 00:45:26.0,12.65,2020-08-26 00:45:26.0,15.77,2020-08-26 00:45:26.0,17.75,2020-08-26 00:45:26.0,13.9
2020-08-26 04:15:36.0,6.38,2020-08-26 01:15:26.0,6.19,2020-08-26 01:15:26.0,12.65,2020-08-26 01:15:26.0,15.76,2020-08-26 01:15:26.0,17.74,2020-08-26 01:15:26.0,13.89
2020-08-26 04:45:36.0,6.38,2020-08-26 01:45:26.0,6.21,2020-08-26 01:45:26.0,12.64,2020-08-26 01:45:26.0,15.75,2020-08-26 01:45:26.0,17.74,2020-08-26 01:45:26.0,13.89
2020-08-26 05:15:36.0,6.39,2020-08-26 02:15:26.0,6.23,2020-08-26 02:15:26.0,12.64,2020-08-26 02:15:26.0,15.75,2020-08-26 02:15:26.0,17.74,2020-08-26 02:15:26.0,13.88
2020-08-26 05:45:36.0,6.4,2020-08-26 02:45:26.0,6.24,2020-08-26 02:45:26.0,12.64,2020-08-26 02:45:26.0,15.75,2020-08-26 02:45:26.0,17.74,2020-08-26 02:45:26.0,13.88
2020-08-26 06:15:36.0,6.4,2020-08-26 03:15:26.0,6.24,2020-08-26 03:15:26.0,12.64,2020-08-26 03:15:26.0,15.75,2020-08-26 03:15:26.0,17.74,2020-08-26 03:15:26.0,13.88
2020-08-26 06:45:44.0,6.41,2020-08-26 03:45:36.0,6.25,2020-08-26 03:45:36.0,12.64,2020-08-26 03:45:36.0,15.75,2020-08-26 03:45:36.0,17.74,2020-08-26 03:45:36.0,13.88
2020-08-26 07:15:44.0,6.41,2020-08-26 04:15:36.0,6.25,2020-08-26 04:15:36.0,12.64,2020-08-26 04:15:36.0,15.75,2020-08-26 04:15:36.0,17.74,2020-08-26 04:15:36.0,13.87
2020-08-26 07:45:44.0,6.42,2020-08-26 04:45:36.0,6.26,2020-08-26 04:45:36.0,12.64,2020-08-26 04:45:36.0,15.75,2020-08-26 04:45:36.0,17.74,2020-08-26 04:45:36.0,13.87
2020-08-26 08:15:44.0,6.43,2020-08-26 05:15:36.0,6.27,2020-08-26 05:15:36.0,12.64,2020-08-26 05:15:36.0,15.75,2020-08-26 05:15:36.0,17.75,2020-08-26 05:15:36.0,13.87
2020-08-26 08:45:44.0,6.43,2020-08-26 05:45:36.0,6.28,2020-08-26 05:45:36.0,12.64,2020-08-26 05:45:36.0,15.75,2020-08-26 05:45:36.0,17.75,2020-08-26 05:45:36.0,13.88
2020-08-26 09:15:44.0,6.44,2020-08-26 06:15:36.0,6.28,2020-08-26 06:15:36.0,12.64,2020-08-26 06:15:36.0,15.75,2020-08-26 06:15:36.0,17.75,2020-08-26 06:15:36.0,13.87
2020-08-26 09:45:54.0,6.44,2020-08-26 06:45:44.0,6.29,2020-08-26 06:45:44.0,12.64,2020-08-26 06:45:44.0,15.75,2020-08-26 06:45:44.0,17.76,2020-08-26 06:45:44.0,13.87
2020-08-26 10:15:54.0,6.43,2020-08-26 07:15:44.0,6.3,2020-08-26 07:15:44.0,12.64,2020-08-26 07:15:44.0,15.75,2020-08-26 07:15:44.0,17.75,2020-08-26 07:15:44.0,13.87
2020-08-26 10:45:54.0,6.43,2020-08-26 07:45:44.0,6.31,2020-08-26 07:45:44.0,12.65,2020-08-26 07:45:44.0,15.75,2020-08-26 07:45:44.0,17.75,2020-08-26 07:45:44.0,13.87
2020-08-26 11:15:54.0,6.42,2020-08-26 08:15:44.0,6.32,2020-08-26 08:15:44.0,12.64,2020-08-26 08:15:44.0,15.75,2020-08-26 08:15:44.0,17.75,2020-08-26 08:15:44.0,13.86
2020-08-26 11:45:54.0,6.41,2020-08-26 08:45:44.0,6.33,2020-08-26 08:45:44.0,12.65,2020-08-26 08:45:44.0,15.75,2020-08-26 08:45:44.0,17.64,2020-08-26 08:45:44.0,13.85
2020-08-26 12:15:54.0,6.4,2020-08-26 09:15:44.0,6.34,2020-08-26 09:15:44.0,12.65,2020-08-26 09:15:44.0,15.75,2020-08-26 09:15:44.0,17.57,2020-08-26 09:15:44.0,13.85
2020-08-26 12:46:04.0,6.39,2020-08-26 09:45:54.0,6.34,2020-08-26 09:45:54.0,12.66,2020-08-26 09:45:54.0,15.75,2020-08-26 09:45:54.0,17.54,2020-08-26 09:45:54.0,13.85
2020-08-26 13:16:04.0,6.39,2020-08-26 10:15:54.0,6.34,2020-08-26 10:15:54.0,12.66,2020-08-26 10:15:54.0,15.76,2020-08-26 10:15:54.0,17.55,2020-08-26 10:15:54.0,13.85
2020-08-26 13:46:04.0,6.39,2020-08-26 10:45:54.0,6.33,2020-08-26 10:45:54.0,12.66,2020-08-26 10:45:54.0,15.75,2020-08-26 10:45:54.0,17.56,2020-08-26 10:45:54.0,13.85
2020-08-26 14:16:04.0,6.38,2020-08-26 11:15:54.0,6.32,2020-08-26 11:15:54.0,12.66,2020-08-26 11:15:54.0,15.76,2020-08-26 11:15:54.0,17.61,2020-08-26 11:15:54.0,13.85
2020-08-26 14:46:04.0,6.38,2020-08-26 11:45:54.0,6.3,2020-08-26 11:45:54.0,12.67,2020-08-26 11:45:54.0,15.76,2020-08-26 11:45:54.0,17.73,2020-08-26 11:45:54.0,13.84
2020-08-26 15:16:04.0,6.37,2020-08-26 12:15:54.0,6.28,2020-08-26 12:15:54.0,12.67,2020-08-26 12:15:54.0,15.76,2020-08-26 12:15:54.0,17.6,2020-08-26 12:15:54.0,13.84
2020-08-26 15:46:04.0,6.38,2020-08-26 12:46:04.0,6.26,2020-08-26 12:46:04.0,12.67,2020-08-26 12:46:04.0,15.76,2020-08-26 12:46:04.0,17.6,2020-08-26 12:46:04.0,13.83
2020-08-26 16:16:44.0,6.37,2020-08-26 13:16:04.0,6.24,2020-08-26 13:16:04.0,12.67,2020-08-26 13:16:04.0,15.76,2020-08-26 13:16:04.0,17.61,2020-08-26 13:16:04.0,13.83
2020-08-26 16:46:44.0,6.37,2020-08-26 13:46:04.0,6.23,2020-08-26 13:46:04.0,12.67,2020-08-26 13:46:04.0,15.77,2020-08-26 13:46:04.0,17.61,2020-08-26 13:46:04.0,13.83
2020-08-26 17:16:44.0,6.37,2020-08-26 14:16:04.0,6.2,2020-08-26 14:16:04.0,12.67,2020-08-26 14:16:04.0,15.77,2020-08-26 14:16:04.0,17.6,2020-08-26 14:16:04.0,13.82
2020-08-26 17:46:44.0,6.36,2020-08-26 14:46:04.0,6.19,2020-08-26 14:46:04.0,12.67,2020-08-26 14:46:04.0,15.77,2020-08-26 14:46:04.0,17.59,2020-08-26 14:46:04.0,13.82
2020-08-26 18:16:44.0,6.35,2020-08-26 15:16:04.0,6.17,2020-08-26 15:16:04.0,12.66,2020-08-26 15:16:04.0,15.77,2020-08-26 15:16:04.0,17.58,2020-08-26 15:16:04.0,13.82
2020-08-26 18:46:44.0,6.32,2020-08-26 15:46:04.0,6.14,2020-08-26 15:46:04.0,12.66,2020-08-26 15:46:04.0,15.77,2020-08-26 15:46:04.0,17.68,2020-08-26 15:46:04.0,13.82
2020-08-26 19:17:02.0,6.28,2020-08-26 16:16:44.0,6.13,2020-08-26 16:16:44.0,12.65,2020-08-26 16:16:44.0,15.76,2020-08-26 16:16:44.0,17.72,2020-08-26 16:16:44.0,13.82
2020-08-26 19:47:02.0,6.25,2020-08-26 16:46:44.0,6.1,2020-08-26 16:46:44.0,12.64,2020-08-26 16:46:44.0,15.76,2020-08-26 16:46:44.0,17.7,2020-08-26 16:46:44.0,13.81
2020-08-26 20:17:02.0,6.22,2020-08-26 17:16:44.0,6.07,2020-08-26 17:16:44.0,12.63,2020-08-26 17:16:44.0,15.77,2020-08-26 17:16:44.0,17.67,2020-08-26 17:16:44.0,13.81
2020-08-26 20:47:02.0,6.2,2020-08-26 17:46:44.0,6.06,2020-08-26 17:46:44.0,12.63,2020-08-26 17:46:44.0,15.77,2020-08-26 17:46:44.0,17.66,2020-08-26 17:46:44.0,13.8
2020-08-26 21:17:02.0,6.18,2020-08-26 18:16:44.0,6.05,2020-08-26 18:16:44.0,12.62,2020-08-26 18:16:44.0,15.75,2020-08-26 18:16:44.0,17.66,2020-08-26 18:16:44.0,13.8
2020-08-26 21:47:02.0,6.17,2020-08-26 18:46:44.0,6.03,2020-08-26 18:46:44.0,12.61,2020-08-26 18:46:44.0,15.75,2020-08-26 18:46:44.0,17.54,2020-08-26 18:46:44.0,13.81
2020-08-26 22:17:10.0,6.16,2020-08-26 19:17:02.0,6.02,2020-08-26 19:17:02.0,12.6,2020-08-26 19:17:02.0,15.74,2020-08-26 19:17:02.0,17.55,2020-08-26 19:17:02.0,13.81
2020-08-26 22:47:10.0,6.15,2020-08-26 19:47:02.0,6.01,2020-08-26 19:47:02.0,12.59,2020-08-26 19:47:02.0,15.73,2020-08-26 19:47:02.0,17.62,2020-08-26 19:47:02.0,13.8
2020-08-26 23:17:10.0,6.15,2020-08-26 20:17:02.0,5.99,2020-08-26 20:17:02.0,12.58,2020-08-26 20:17:02.0,15.73,2020-08-26 20:17:02.0,17.64,2020-08-26 20:17:02.0,13.8
2020-08-26 23:47:10.0,6.15,2020-08-26 20:47:02.0,5.98,2020-08-26 20:47:02.0,12.57,2020-08-26 20:47:02.0,15.72,2020-08-26 20:47:02.0,17.63,2020-08-26 20:47:02.0,13.79
2020-08-27 00:17:10.0,6.14,2020-08-26 21:17:02.0,5.97,2020-08-26 21:17:02.0,12.56,2020-08-26 21:17:02.0,15.72,2020-08-26 21:17:02.0,17.63,2020-08-26 21:17:02.0,13.79
2020-08-27 00:47:10.0,6.14,2020-08-26 21:47:02.0,5.96,2020-08-26 21:47:02.0,12.56,2020-08-26 21:47:02.0,15.71,2020-08-26 21:47:02.0,17.63,2020-08-26 21:47:02.0,13.79
2020-08-27 01:17:18.0,6.14,2020-08-26 22:17:10.0,5.96,2020-08-26 22:17:10.0,12.54,2020-08-26 22:17:10.0,15.7,2020-08-26 22:17:10.0,17.63,2020-08-26 22:17:10.0,13.79
2020-08-27 01:47:18.0,6.14,2020-08-26 22:47:10.0,5.95,2020-08-26 22:47:10.0,12.53,2020-08-26 22:47:10.0,15.7,2020-08-26 22:47:10.0,17.63,2020-08-26 22:47:10.0,13.78
2020-08-27 02:17:18.0,6.15,2020-08-26 23:17:10.0,5.94,2020-08-26 23:17:10.0,12.52,2020-08-26 23:17:10.0,15.69,2020-08-26 23:17:10.0,17.63,2020-08-26 23:17:10.0,13.78
2020-08-27 02:47:18.0,6.15,2020-08-26 23:47:10.0,5.94,2020-08-26 23:47:10.0,12.51,2020-08-26 23:47:10.0,15.68,2020-08-26 23:47:10.0,17.63,2020-08-26 23:47:10.0,13.78
2020-08-27 03:17:18.0,6.15,2020-08-27 00:17:10.0,5.94,2020-08-27 00:17:10.0,12.51,2020-08-27 00:17:10.0,15.68,2020-08-27 00:17:10.0,17.63,2020-08-27 00:17:10.0,13.77
2020-08-27 03:47:18.0,6.15,2020-08-27 00:47:10.0,5.93,2020-08-27 00:47:10.0,12.5,2020-08-27 00:47:10.0,15.66,2020-08-27 00:47:10.0,17.63,2020-08-27 00:47:10.0,13.77
2020-08-27 04:17:26.0,6.15,2020-08-27 01:17:18.0,5.93,2020-08-27 01:17:18.0,12.49,2020-08-27 01:17:18.0,15.66,2020-08-27 01:17:18.0,17.62,2020-08-27 01:17:18.0,13.76
2020-08-27 04:47:26.0,6.22,2020-08-27 01:47:18.0,5.93,2020-08-27 01:47:18.0,12.49,2020-08-27 01:47:18.0,15.66,2020-08-27 01:47:18.0,17.62,2020-08-27 01:47:18.0,13.76
2020-08-27 05:17:26.0,6.25,2020-08-27 02:17:18.0,5.93,2020-08-27 02:17:18.0,12.48,2020-08-27 02:17:18.0,15.65,2020-08-27 02:17:18.0,17.62,2020-08-27 02:17:18.0,13.76
2020-08-27 05:47:26.0,6.26,2020-08-27 02:47:18.0,5.93,2020-08-27 02:47:18.0,12.48,2020-08-27 02:47:18.0,15.65,2020-08-27 02:47:18.0,17.63,2020-08-27 02:47:18.0,13.75
2020-08-27 06:17:26.0,6.26,2020-08-27 03:17:18.0,5.93,2020-08-27 03:17:18.0,12.48,2020-08-27 03:17:18.0,15.64,2020-08-27 03:17:18.0,17.62,2020-08-27 03:17:18.0,13.75
2020-08-27 06:47:26.0,6.27,2020-08-27 03:47:18.0,5.94,2020-08-27 03:47:18.0,12.47,2020-08-27 03:47:18.0,15.64,2020-08-27 03:47:18.0,17.62,2020-08-27 03:47:18.0,13.74
2020-08-27 07:17:36.0,6.28,2020-08-27 04:17:26.0,5.95,2020-08-27 04:17:26.0,12.47,2020-08-27 04:17:26.0,15.63,2020-08-27 04:17:26.0,17.62,2020-08-27 04:17:26.0,13.75
2020-08-27 07:47:36.0,6.29,2020-08-27 04:47:26.0,5.94,2020-08-27 04:47:26.0,12.44,2020-08-27 04:47:26.0,15.6,2020-08-27 04:47:26.0,17.64,2020-08-27 04:47:26.0,13.81
2020-08-27 08:17:36.0,6.29,2020-08-27 05:17:26.0,5.95,2020-08-27 05:17:26.0,12.43,2020-08-27 05:17:26.0,15.62,2020-08-27 05:17:26.0,17.65,2020-08-27 05:17:26.0,13.82
2020-08-27 08:47:36.0,6.29,2020-08-27 05:47:26.0,5.96,2020-08-27 05:47:26.0,12.43,2020-08-27 05:47:26.0,15.61,2020-08-27 05:47:26.0,17.64,2020-08-27 05:47:26.0,13.82
2020-08-27 09:17:36.0,6.29,2020-08-27 06:17:26.0,5.96,2020-08-27 06:17:26.0,12.43,2020-08-27 06:17:26.0,15.61,2020-08-27 06:17:26.0,17.65,2020-08-27 06:17:26.0,13.8
2020-08-27 09:47:36.0,6.28,2020-08-27 06:47:26.0,5.98,2020-08-27 06:47:26.0,12.42,2020-08-27 06:47:26.0,15.61,2020-08-27 06:47:26.0,17.64,2020-08-27 06:47:26.0,13.8
2020-08-27 10:17:46.0,6.28,2020-08-27 07:17:36.0,5.98,2020-08-27 07:17:36.0,12.42,2020-08-27 07:17:36.0,15.6,2020-08-27 07:17:36.0,17.65,2020-08-27 07:17:36.0,13.8
2020-08-27 10:47:46.0,6.28,2020-08-27 07:47:36.0,5.99,2020-08-27 07:47:36.0,12.42,2020-08-27 07:47:36.0,15.61,2020-08-27 07:47:36.0,17.64,2020-08-27 07:47:36.0,13.8
2020-08-27 11:17:46.0,6.28,2020-08-27 08:17:36.0,6,2020-08-27 08:17:36.0,12.42,2020-08-27 08:17:36.0,15.6,2020-08-27 08:17:36.0,17.63,2020-08-27 08:17:36.0,13.8
2020-08-27 11:47:46.0,6.28,2020-08-27 08:47:36.0,6.02,2020-08-27 08:47:36.0,12.42,2020-08-27 08:47:36.0,15.6,2020-08-27 08:47:36.0,17.58,2020-08-27 08:47:36.0,13.79
2020-08-27 12:17:46.0,6.29,2020-08-27 09:17:36.0,6.03,2020-08-27 09:17:36.0,12.42,2020-08-27 09:17:36.0,15.6,2020-08-27 09:17:36.0,17.48,2020-08-27 09:17:36.0,13.78
2020-08-27 12:47:46.0,6.29,2020-08-27 09:47:36.0,6.04,2020-08-27 09:47:36.0,12.42,2020-08-27 09:47:36.0,15.6,2020-08-27 09:47:36.0,17.47,2020-08-27 09:47:36.0,13.78
2020-08-27 13:17:54.0,6.29,2020-08-27 10:17:46.0,6.05,2020-08-27 10:17:46.0,12.42,2020-08-27 10:17:46.0,15.6,2020-08-27 10:17:46.0,17.47,2020-08-27 10:17:46.0,13.78
2020-08-27 13:47:54.0,6.29,2020-08-27 10:47:46.0,6.05,2020-08-27 10:47:46.0,12.42,2020-08-27 10:47:46.0,15.6,2020-08-27 10:47:46.0,17.5,2020-08-27 10:47:46.0,13.78
2020-08-27 14:17:54.0,6.29,2020-08-27 11:17:46.0,6.06,2020-08-27 11:17:46.0,12.43,2020-08-27 11:17:46.0,15.6,2020-08-27 11:17:46.0,17.58,2020-08-27 11:17:46.0,13.78
2020-08-27 14:47:54.0,6.28,2020-08-27 11:47:46.0,6.06,2020-08-27 11:47:46.0,12.43,2020-08-27 11:47:46.0,15.6,2020-08-27 11:47:46.0,17.65,2020-08-27 11:47:46.0,13.77
2020-08-27 15:17:54.0,6.28,2020-08-27 12:17:46.0,6.06,2020-08-27 12:17:46.0,12.43,2020-08-27 12:17:46.0,15.6,2020-08-27 12:17:46.0,17.52,2020-08-27 12:17:46.0,13.77
2020-08-27 15:47:54.0,6.28,2020-08-27 12:47:46.0,6.06,2020-08-27 12:47:46.0,12.44,2020-08-27 12:47:46.0,15.59,2020-08-27 12:47:46.0,17.53,2020-08-27 12:47:46.0,13.76
2020-08-27 16:18:00.0,6.26,2020-08-27 13:17:54.0,6.06,2020-08-27 13:17:54.0,12.44,2020-08-27 13:17:54.0,15.59,2020-08-27 13:17:54.0,17.52,2020-08-27 13:17:54.0,13.76
2020-08-27 16:48:00.0,6.25,2020-08-27 13:47:54.0,6.05,2020-08-27 13:47:54.0,12.44,2020-08-27 13:47:54.0,15.6,2020-08-27 13:47:54.0,17.59,2020-08-27 13:47:54.0,13.75
2020-08-27 17:18:00.0,6.23,2020-08-27 14:17:54.0,6.05,2020-08-27 14:17:54.0,12.44,2020-08-27 14:17:54.0,15.6,2020-08-27 14:17:54.0,17.62,2020-08-27 14:17:54.0,13.75
2020-08-27 17:48:00.0,6.22,2020-08-27 14:47:54.0,6.04,2020-08-27 14:47:54.0,12.45,2020-08-27 14:47:54.0,15.6,2020-08-27 14:47:54.0,17.48,2020-08-27 14:47:54.0,13.75
2020-08-27 18:18:00.0,6.2,2020-08-27 15:17:54.0,6.02,2020-08-27 15:17:54.0,12.45,2020-08-27 15:17:54.0,15.6,2020-08-27 15:17:54.0,17.46,2020-08-27 15:17:54.0,13.74
2020-08-27 18:48:00.0,6.19,2020-08-27 15:47:54.0,6.01,2020-08-27 15:47:54.0,12.44,2020-08-27 15:47:54.0,15.6,2020-08-27 15:47:54.0,17.61,2020-08-27 15:47:54.0,13.73
2020-08-27 19:18:08.0,6.18,2020-08-27 16:18:00.0,6.01,2020-08-27 16:18:00.0,12.45,2020-08-27 16:18:00.0,15.59,2020-08-27 16:18:00.0,17.63,2020-08-27 16:18:00.0,13.73
2020-08-27 19:48:08.0,6.17,2020-08-27 16:48:00.0,6.01,2020-08-27 16:48:00.0,12.44,2020-08-27 16:48:00.0,15.59,2020-08-27 16:48:00.0,17.62,2020-08-27 16:48:00.0,13.73
2020-08-27 20:18:08.0,6.16,2020-08-27 17:18:00.0,6,2020-08-27 17:18:00.0,12.44,2020-08-27 17:18:00.0,15.59,2020-08-27 17:18:00.0,17.62,2020-08-27 17:18:00.0,13.72
2020-08-27 20:48:08.0,6.16,2020-08-27 17:48:00.0,5.99,2020-08-27 17:48:00.0,12.44,2020-08-27 17:48:00.0,15.58,2020-08-27 17:48:00.0,17.59,2020-08-27 17:48:00.0,13.72
2020-08-27 21:18:08.0,6.15,2020-08-27 18:18:00.0,5.98,2020-08-27 18:18:00.0,12.44,2020-08-27 18:18:00.0,15.58,2020-08-27 18:18:00.0,17.55,2020-08-27 18:18:00.0,13.72
2020-08-27 21:48:08.0,6.16,2020-08-27 18:48:00.0,5.98,2020-08-27 18:48:00.0,12.43,2020-08-27 18:48:00.0,15.58,2020-08-27 18:48:00.0,17.45,2020-08-27 18:48:00.0,13.72
2020-08-27 22:18:14.0,6.16,2020-08-27 19:18:08.0,5.97,2020-08-27 19:18:08.0,12.43,2020-08-27 19:18:08.0,15.57,2020-08-27 19:18:08.0,17.47,2020-08-27 19:18:08.0,13.71
2020-08-27 22:18:14.0,6.16,2020-08-27 19:48:08.0,5.97,2020-08-27 19:48:08.0,12.42,2020-08-27 19:48:08.0,15.57,2020-08-27 19:48:08.0,17.53,2020-08-27 19:48:08.0,13.71
2020-08-27 22:48:14.0,6.16,2020-08-27 20:18:08.0,5.97,2020-08-27 20:18:08.0,12.42,2020-08-27 20:18:08.0,15.56,2020-08-27 20:18:08.0,17.54,2020-08-27 20:18:08.0,13.7
2020-08-27 22:48:14.0,6.16,2020-08-27 20:48:08.0,5.97,2020-08-27 20:48:08.0,12.42,2020-08-27 20:48:08.0,15.55,2020-08-27 20:48:08.0,17.53,2020-08-27 20:48:08.0,13.7
2020-08-27 23:18:14.0,6.16,2020-08-27 21:18:08.0,5.97,2020-08-27 21:18:08.0,12.41,2020-08-27 21:18:08.0,15.55,2020-08-27 21:18:08.0,17.53,2020-08-27 21:18:08.0,13.71
2020-08-27 23:18:14.0,6.16,2020-08-27 21:48:08.0,5.98,2020-08-27 21:48:08.0,12.41,2020-08-27 21:48:08.0,15.54,2020-08-27 21:48:08.0,17.53,2020-08-27 21:48:08.0,13.7
2020-08-27 23:48:14.0,6.16,2020-08-27 22:18:14.0,5.98,2020-08-27 22:18:14.0,12.4,2020-08-27 22:18:14.0,15.54,2020-08-27 22:18:14.0,17.52,2020-08-27 22:18:14.0,13.71
2020-08-27 23:48:14.0,6.16,2020-08-27 22:18:14.0,5.98,2020-08-27 22:18:14.0,12.4,2020-08-27 22:18:14.0,15.54,2020-08-27 22:18:14.0,17.52,2020-08-27 22:18:14.0,13.71
2020-08-28 00:18:14.0,6.17,2020-08-27 22:48:14.0,5.99,2020-08-27 22:48:14.0,12.4,2020-08-27 22:48:14.0,15.54,2020-08-27 22:48:14.0,17.52,2020-08-27 22:48:14.0,13.7
2020-08-28 00:18:14.0,6.17,2020-08-27 22:48:14.0,5.99,2020-08-27 22:48:14.0,12.4,2020-08-27 22:48:14.0,15.54,2020-08-27 22:48:14.0,17.52,2020-08-27 22:48:14.0,13.7
2020-08-28 00:48:14.0,6.17,2020-08-27 23:18:14.0,5.99,2020-08-27 23:18:14.0,12.4,2020-08-27 23:18:14.0,15.53,2020-08-27 23:18:14.0,17.52,2020-08-27 23:18:14.0,13.7
2020-08-28 00:48:14.0,6.17,2020-08-27 23:18:14.0,5.99,2020-08-27 23:18:14.0,12.4,2020-08-27 23:18:14.0,15.53,2020-08-27 23:18:14.0,17.52,2020-08-27 23:18:14.0,13.7
2020-08-28 01:18:26.0,6.18,2020-08-27 23:48:14.0,5.99,2020-08-27 23:48:14.0,12.4,2020-08-27 23:48:14.0,15.53,2020-08-27 23:48:14.0,17.52,2020-08-27 23:48:14.0,13.69
2020-08-28 01:48:26.0,6.18,2020-08-27 23:48:14.0,5.99,2020-08-27 23:48:14.0,12.4,2020-08-27 23:48:14.0,15.53,2020-08-27 23:48:14.0,17.52,2020-08-27 23:48:14.0,13.69
2020-08-28 02:18:26.0,6.18,2020-08-28 00:18:14.0,6,2020-08-28 00:18:14.0,12.4,2020-08-28 00:18:14.0,15.53,2020-08-28 00:18:14.0,17.52,2020-08-28 00:18:14.0,13.69
2020-08-28 02:48:26.0,6.18,2020-08-28 00:18:14.0,6,2020-08-28 00:18:14.0,12.4,2020-08-28 00:18:14.0,15.53,2020-08-28 00:18:14.0,17.52,2020-08-28 00:18:14.0,13.69
2020-08-28 03:18:26.0,6.19,2020-08-28 00:48:14.0,6,2020-08-28 00:48:14.0,12.4,2020-08-28 00:48:14.0,15.53,2020-08-28 00:48:14.0,17.52,2020-08-28 00:48:14.0,13.69
2020-08-28 03:48:26.0,6.19,2020-08-28 00:48:14.0,6,2020-08-28 00:48:14.0,12.4,2020-08-28 00:48:14.0,15.53,2020-08-28 00:48:14.0,17.52,2020-08-28 00:48:14.0,13.69
2020-08-28 04:18:34.0,6.19,2020-08-28 01:18:26.0,6.01,2020-08-28 01:18:26.0,12.4,2020-08-28 01:18:26.0,15.52,2020-08-28 01:18:26.0,17.52,2020-08-28 01:18:26.0,13.69
2020-08-28 04:48:34.0,6.19,2020-08-28 01:48:26.0,6.02,2020-08-28 01:48:26.0,12.4,2020-08-28 01:48:26.0,15.52,2020-08-28 01:48:26.0,17.51,2020-08-28 01:48:26.0,13.69
2020-08-28 05:18:34.0,6.2,2020-08-28 02:18:26.0,6.03,2020-08-28 02:18:26.0,12.4,2020-08-28 02:18:26.0,15.52,2020-08-28 02:18:26.0,17.51,2020-08-28 02:18:26.0,13.69
2020-08-28 05:48:34.0,6.2,2020-08-28 02:48:26.0,6.04,2020-08-28 02:48:26.0,12.4,2020-08-28 02:48:26.0,15.51,2020-08-28 02:48:26.0,17.51,2020-08-28 02:48:26.0,13.69
2020-08-28 06:18:34.0,6.2,2020-08-28 03:18:26.0,6.05,2020-08-28 03:18:26.0,12.4,2020-08-28 03:18:26.0,15.52,2020-08-28 03:18:26.0,17.51,2020-08-28 03:18:26.0,13.69
2020-08-28 06:48:34.0,6.2,2020-08-28 03:48:26.0,6.06,2020-08-28 03:48:26.0,12.4,2020-08-28 03:48:26.0,15.51,2020-08-28 03:48:26.0,17.51,2020-08-28 03:48:26.0,13.68
2020-08-28 07:18:42.0,6.2,2020-08-28 04:18:34.0,6.07,2020-08-28 04:18:34.0,12.4,2020-08-28 04:18:34.0,15.52,2020-08-28 04:18:34.0,17.51,2020-08-28 04:18:34.0,13.69
2020-08-28 07:48:42.0,6.21,2020-08-28 04:48:34.0,6.07,2020-08-28 04:48:34.0,12.4,2020-08-28 04:48:34.0,15.51,2020-08-28 04:48:34.0,17.51,2020-08-28 04:48:34.0,13.68
2020-08-28 08:18:42.0,6.21,2020-08-28 05:18:34.0,6.09,2020-08-28 05:18:34.0,12.4,2020-08-28 05:18:34.0,15.51,2020-08-28 05:18:34.0,17.51,2020-08-28 05:18:34.0,13.68
2020-08-28 08:48:42.0,6.21,2020-08-28 05:48:34.0,6.09,2020-08-28 05:48:34.0,12.4,2020-08-28 05:48:34.0,15.52,2020-08-28 05:48:34.0,17.51,2020-08-28 05:48:34.0,13.68
2020-08-28 09:18:42.0,6.21,2020-08-28 06:18:34.0,6.09,2020-08-28 06:18:34.0,12.4,2020-08-28 06:18:34.0,15.52,2020-08-28 06:18:34.0,17.51,2020-08-28 06:18:34.0,13.69
2020-08-28 09:48:42.0,6.22,2020-08-28 06:48:34.0,6.1,2020-08-28 06:48:34.0,12.41,2020-08-28 06:48:34.0,15.52,2020-08-28 06:48:34.0,17.51,2020-08-28 06:48:34.0,13.68
2020-08-28 10:18:50.0,6.22,2020-08-28 07:18:42.0,6.1,2020-08-28 07:18:42.0,12.41,2020-08-28 07:18:42.0,15.52,2020-08-28 07:18:42.0,17.51,2020-08-28 07:18:42.0,13.68
2020-08-28 10:48:50.0,6.22,2020-08-28 07:48:42.0,6.11,2020-08-28 07:48:42.0,12.41,2020-08-28 07:48:42.0,15.53,2020-08-28 07:48:42.0,17.51,2020-08-28 07:48:42.0,13.68
2020-08-28 11:18:50.0,6.22,2020-08-28 08:18:42.0,6.11,2020-08-28 08:18:42.0,12.41,2020-08-28 08:18:42.0,15.53,2020-08-28 08:18:42.0,17.5,2020-08-28 08:18:42.0,13.68
2020-08-28 11:48:50.0,6.22,2020-08-28 08:48:42.0,6.12,2020-08-28 08:48:42.0,12.41,2020-08-28 08:48:42.0,15.53,2020-08-28 08:48:42.0,17.5,2020-08-28 08:48:42.0,13.68
2020-08-28 12:18:50.0,6.22,2020-08-28 09:18:42.0,6.13,2020-08-28 09:18:42.0,12.42,2020-08-28 09:18:42.0,15.53,2020-08-28 09:18:42.0,17.5,2020-08-28 09:18:42.0,13.68
